Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
-0.100979286,37.24662745,0.003410764,0.493944178,-724.5993966,33.89927426,0.000497097,-0.093323466,0.048157725
-0.098552063,37.27278256,0.003325289,0.494034063,-724.9282906,33.72463511,0.000480406,-0.094294102,0.046201188
-0.096126634,37.29893062,0.003240082,0.494119595,-725.257372,33.54981714,0.000452362,-0.095261799,0.044250341
-0.09370418,37.3250714,0.003155212,0.494200827,-725.5866651,33.37481959,0.000424196,-0.096235522,0.04230149
-0.091285675,37.35120575,0.003070685,0.494277812,-725.9161497,33.19964919,0.00040986,-0.097210174,0.040355287
-0.088872011,37.37733337,0.002986511,0.494350599,-726.2458487,33.02430422,0.00040752,-0.098193196,0.038417075
-0.086464003,37.40345377,0.002902722,0.494419239,-726.5757409,32.84878777,0.00040346,-0.099175831,0.036491647
-0.084062173,37.42956647,0.002819362,0.494483782,-726.9058474,32.67309786,0.000383616,-0.100164494,0.035592369
-0.081661245,37.45567116,0.002736629,0.494544298,-727.2361482,32.49723949,0.000356633,-0.101152587,0.03470478
-0.07925359,37.48176773,0.002654807,0.494600928,-727.5666648,32.32121365,0.000338108,-0.102149445,0.033824026
-0.07684012,37.50785618,0.002574197,0.494653867,-727.8973798,32.14502386,0.000353841,-0.103148518,0.032946868
-0.07442568,37.53393656,0.002495095,0.494703338,-728.2283122,31.96866594,0.000373141,-0.104153366,0.032074566
-0.072016831,37.56000893,0.002417758,0.494749572,-728.5594404,31.79214006,0.00037265,-0.105152399,0.031204655
-0.069620654,37.58607327,0.002342379,0.494792806,-728.8907836,31.61544435,0.000346697,-0.106151432,0.030332921
-0.067244248,37.61212953,0.002269079,0.494833274,-729.2223231,31.43858451,0.000319764,-0.107145123,0.02945475
-0.064894517,37.63817761,0.002197905,0.494871207,-729.5540797,31.26156116,0.000307383,-0.108142173,0.028564627
-0.062578052,37.66421736,0.002128839,0.494906829,-729.8860368,31.08437809,0.000304454,-0.109136551,0.027657629
-0.060301034,37.69024867,0.002061805,0.494940356,-730.2182119,30.90703293,0.00029842,-0.110132836,0.026729369
-0.058069135,37.71627141,0.001996683,0.494971991,-730.550588,30.72952976,0.000274122,-0.111125046,0.025780656
-0.055887426,37.7422855,0.001933326,0.49500192,-730.8831821,30.55186863,0.000246305,-0.112119769,0.024809843
-0.053760299,37.7682909,0.00187157,0.495030317,-731.2159812,30.37405593,0.000226918,-0.113115048,0.02381707
-0.051691449,37.79428755,0.001811254,0.495057336,-731.5490008,30.19609067,0.000222098,-0.114115772,0.022799088
-0.049683877,37.8202754,0.001752224,0.495083114,-731.8822284,30.0179766,0.000218997,-0.115118079,0.021754158
-0.047739932,37.8462544,0.001694346,0.495107771,-732.2156765,29.83971063,0.000214481,-0.116123791,0.020678453
-0.045861339,37.87222447,0.001637507,0.495131406,-732.5493333,29.66129711,0.000208815,-0.117129807,0.019567747
-0.044049248,37.89818557,0.001581619,0.495154102,-732.8832106,29.48273273,0.000201162,-0.118137664,0.018423113
-0.042304252,37.92413761,0.001526619,0.495175921,-733.2172975,29.30402292,0.000181245,-0.119145731,0.017244556
-0.040626375,37.95008053,0.001472464,0.495196907,-733.551605,29.12516607,0.000157838,-0.120156792,0.016036644
-0.039015082,37.97601427,0.001419128,0.495217088,-733.8861255,28.94616921,0.000148607,-0.121172298,0.014793431
