Vehicle_States.lateral_acc_wrt_road,Vehicle_States.longitudinal_acc_wrt_road,Vehicle_States.pitch_angular_acc_wrt_road,Vehicle_States.roll_angular_acc_wrt_road,Vehicle_States.yaw_angular_acc_wrt_road,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,engine.engine_rpm,driver_demands.brake,driver_demands.throttle
-0.002799577,1.896439428,-0.003508591,-0.006541034,-0.028684675,-4.39717E-06,0.032210436,4452.108851,0,100
-0.009623471,1.895758388,-0.003755205,-0.00623281,-0.02795277,-4.79176E-06,0.030177111,4454.031328,0,100
-0.016514921,1.895075779,-0.003948273,-0.005889194,-0.027137427,-5.18652E-06,0.028137558,4455.953188,0,100
-0.023464939,1.894391615,-0.004090398,-0.005504313,-0.026247984,-5.58146E-06,0.026092434,4457.874463,0,100
-0.030464664,1.893705876,-0.00418438,-0.005083872,-0.025293589,-5.97656E-06,0.024042558,4459.795185,0,100
-0.037504537,1.893018549,-0.004233244,-0.004623799,-0.024282197,-6.34928E-06,0.021988711,4461.715377,0,100
-0.044575423,1.892329611,-0.004240194,-0.004129225,-0.023224152,-6.35944E-06,0.019931687,4463.635061,0,100
-0.051667583,1.891639036,-0.004208552,-0.003604221,-0.022126945,-6.12779E-06,0.017872282,4465.554255,0,100
-0.058771353,1.89094682,-0.004141727,-0.003048953,-0.020999952,-5.89604E-06,0.015811481,4467.472972,0,100
-0.065877468,1.890252939,-0.00404316,-0.002475105,-0.019851881,-5.66419E-06,0.01375024,4469.391222,0,100
-0.072976025,1.88955739,-0.003916291,-0.001882576,-0.018689996,-5.43224E-06,0.011689502,4471.309011,0,100
-0.080057762,1.888860161,-0.00376454,-0.001279706,-0.017523571,-5.20019E-06,0.009630168,4473.226339,0,100
-0.087113083,1.888161231,-0.003591256,-0.000672674,-0.016358793,-4.96805E-06,0.007573203,4475.143204,0,100
-0.094132845,1.887460602,-0.003399714,-6.35755E-05,-0.015203707,-4.7358E-06,0.005519588,4477.0596,0,100
-0.101108383,1.886758242,-0.003193079,0.000536758,-0.014065172,-4.50345E-06,0.003470266,4478.975518,0,100
-0.108030626,1.886054148,-0.002974391,0.001129271,-0.012948598,-4.27101E-06,0.001426158,4480.890945,0,100
-0.114891428,1.8853483,-0.002746558,0.001706066,-0.011861161,-4.03851E-06,-0.000611826,4482.805866,0,100
-0.121682596,1.88464067,-0.002512323,0.002263387,-0.010806813,-4.02571E-06,-0.002642717,4484.720264,0,100
-0.12841237,1.883951858,-0.002520987,0.003278798,-0.009768234,-4.38155E-06,-0.004665648,4486.632888,0,100
-0.135059843,1.883172941,-0.002181725,0.003524379,-0.00881441,-4.75945E-06,-0.006679828,4488.547408,0,100
-0.141614076,1.882417335,-0.001965483,0.004109907,-0.007904484,-5.13751E-06,-0.008684554,4490.463722,0,100
-0.148066797,1.881699022,-0.001789013,0.00468522,-0.007043587,-5.51573E-06,-0.010679009,4492.380073,0,100
-0.154413004,1.881011733,-0.001604409,0.005150669,-0.006231045,-5.89412E-06,-0.012662452,4494.294714,0,100
-0.160648328,1.880336939,-0.001394121,0.005498644,-0.0054684,-6.27266E-06,-0.014634163,4496.206597,0,100
-0.166768623,1.879655823,-0.001159717,0.005747151,-0.004757599,-6.65136E-06,-0.016593492,4498.115666,0,100
-0.172769344,1.878957337,-0.000911655,0.00593025,-0.004099961,-7.03023E-06,-0.018539751,4500.022591,0,100
-0.178646807,1.878239712,-0.000662321,0.006071879,-0.003498182,-7.40925E-06,-0.020472234,4501.928285,0,100
-0.184397639,1.877507535,-0.000422154,0.006191829,-0.002952297,-7.78842E-06,-0.022390293,4503.833487,0,100
-0.190019298,1.876767602,-0.00019816,0.006305793,-0.002463379,-8.10156E-06,-0.024293311,4505.73857,0,100
-0.19551011,1.87602565,6.09287E-06,0.006416957,-0.002031196,-7.99614E-06,-0.026180762,4507.643558,0,100
-0.200868533,1.875284938,0.000189698,0.006532734,-0.001654218,-7.85209E-06,-0.028051876,4509.548259,0,100
-0.206093981,1.874546238,0.000353363,0.006650097,-0.001331957,-7.70798E-06,-0.029905997,4511.452416,0,100
-0.211185893,1.873808666,0.000498483,0.006766851,-0.001061277,-7.56381E-06,-0.031742488,4513.355814,0,100
-0.216144257,1.873070719,0.000626477,0.006881409,-0.000840426,-7.41959E-06,-0.033560795,4515.258328,0,100
-0.220969514,1.872331005,0.000738444,0.006985022,-0.000666502,-7.2753E-06,-0.035360313,4517.159914,0,100
-0.225661954,1.871588689,0.000835106,0.007077487,-0.000535868,-7.13095E-06,-0.037140427,4519.060585,0,100
-0.230222517,1.8708435,0.000916888,0.007151352,-0.000446219,-6.98654E-06,-0.03890059,4520.960371,0,100
-0.234651871,1.870095578,0.000984108,0.007204114,-0.000392756,-6.84207E-06,-0.040640275,4522.859298,0,100
-0.238950829,1.869345202,0.001037122,0.007229743,-0.000368329,-6.69754E-06,-0.042359059,4524.757378,0,100
-0.243120757,1.86859267,0.001076408,0.007229322,-0.000369937,-6.56503E-06,-0.044056369,4526.654611,0,100
-0.24716333,1.867838241,0.001102593,0.007202304,-0.000396069,-6.53992E-06,-0.045731732,4528.550982,0,100
-0.251080257,1.867082055,0.001116449,0.007148816,-0.000444317,-6.55295E-06,-0.047384716,4530.446472,0,100
-0.254873305,1.866324134,0.001118856,0.007070324,-0.000511758,-6.56599E-06,-0.049014933,4532.341061,0,100
-0.258544358,1.865564446,0.001110753,0.006969387,-0.000595231,-6.57904E-06,-0.050622033,4534.234732,0,100
-0.26209542,1.864802946,0.001093103,0.006849236,-0.000691483,-6.59209E-06,-0.052205573,4536.127474,0,100
-0.265528616,1.864039607,0.001066866,0.006713323,-0.000797262,-6.60515E-06,-0.053765189,4538.019279,0,100
-0.268846202,1.863274427,0.00103299,0.006565237,-0.000909382,-6.61821E-06,-0.055300532,4539.910145,0,100
-0.272050411,1.862507428,0.000992401,0.006408583,-0.00102467,-6.63128E-06,-0.056811308,4541.800068,0,100
-0.275143421,1.861738639,0.000946005,0.006246757,-0.001139998,-6.64436E-06,-0.058297192,4543.689045,0,100
-0.278127367,1.860968096,0.000894683,0.006082834,-0.001252326,-6.65744E-06,-0.059757828,4545.577076,0,100
-0.281004353,1.860195832,0.000839288,0.005919536,-0.001358754,-6.66837E-06,-0.061192914,4547.464158,0,100
-0.283776436,1.859421877,0.000780645,0.005759152,-0.001456544,-6.64464E-06,-0.062602158,4549.350291,0,100
-0.286445624,1.858646257,0.000719541,0.005603635,-0.001543149,-6.59946E-06,-0.063985326,4551.235473,0,100
-0.289013789,1.857868995,0.000656722,0.005454572,-0.001616188,-6.55426E-06,-0.065342106,4553.119706,0,100
-0.2914827,1.857090114,0.000592891,0.005313163,-0.001673489,-6.50904E-06,-0.066672192,4555.002989,0,100
-0.293854017,1.856309636,0.000528703,0.005180309,-0.001713112,-6.4638E-06,-0.067975318,4556.885323,0,100
-0.296129272,1.855527583,0.000464762,0.005056644,-0.001733348,-6.41855E-06,-0.06925122,4558.766711,0,100
-0.298309858,1.854743977,0.000401621,0.004942565,-0.001732733,-6.37328E-06,-0.070499705,4560.647154,0,100
-0.300397041,1.85395884,0.000339781,0.004838236,-0.00171006,-6.32798E-06,-0.071720485,4562.526654,0,100
-0.302391979,1.853172194,0.000279692,0.004743643,-0.0016644,-6.28267E-06,-0.072913298,4564.405212,0,100
-0.304295714,1.85238406,0.00022175,0.004658669,-0.001595096,-6.23734E-06,-0.074077908,4566.282832,0,100
-0.306109152,1.851594457,0.000166303,0.004583152,-0.001501747,-6.19224E-06,-0.075214084,4568.159516,0,100
-0.307833044,1.850803404,0.000113645,0.00451693,-0.001384188,-6.16394E-06,-0.076321654,4570.035264,0,100
-0.309467979,1.850010917,6.40246E-05,0.004459852,-0.001242481,-6.14908E-06,-0.077400369,4571.91008,0,100
-0.311014386,1.849217012,1.76431E-05,0.004411806,-0.001076898,-6.13447E-06,-0.078449998,4573.783965,0,100
-0.312472534,1.848421705,-2.53443E-05,0.004372715,-0.000887906,-6.11985E-06,-0.079470336,4575.65692,0,100
-0.313842541,1.847625008,-6.48244E-05,0.004342512,-0.000676157,-6.10522E-06,-0.080461184,4577.528947,0,100
-0.315124381,1.846826936,-0.000100725,0.004321181,-0.000442471,-6.09059E-06,-0.08142239,4579.400048,0,100
-0.316317709,1.846027499,-0.000133011,0.004309855,-0.000187676,-6.07595E-06,-0.082353753,4581.270224,0,100
-0.317421675,1.845226709,-0.000161685,0.004306588,8.74097E-05,-6.06131E-06,-0.083255057,4583.139474,0,100
-0.318438129,1.844424567,-0.000186776,0.004302937,0.000379933,-6.04666E-06,-0.084126125,4585.007801,0,100
-0.319370671,1.84362108,-0.000208343,0.004297823,0.00068592,-6.032E-06,-0.084966783,4586.875203,0,100
-0.320220973,1.842816248,-0.000226475,0.004290509,0.001002423,-6.01733E-06,-0.08577689,4588.741681,0,100
-0.320989194,1.842010068,-0.000241283,0.004281527,0.001327385,-5.98379E-06,-0.086556304,4590.607235,0,100
-0.321674787,1.841202538,-0.0002529,0.004272383,0.001659161,-5.93234E-06,-0.087304821,4592.471865,0,100
-0.322276938,1.840393663,-0.000261476,0.004265038,0.001996257,-5.88031E-06,-0.088022286,4594.335569,0,100
-0.322794773,1.839583447,-0.000267176,0.004261466,0.002337237,-5.82826E-06,-0.08870855,4596.198348,0,100
-0.323227443,1.838771896,-0.000270173,0.004263456,0.002680694,-5.77619E-06,-0.089363477,4598.060201,0,100
-0.323574106,1.837959013,-0.00027066,0.004272337,0.003025278,-5.7241E-06,-0.089986994,4599.921127,0,100
-0.323833964,1.837144803,-0.00026883,0.004288978,0.003369693,-5.67198E-06,-0.090578912,4601.781124,0,100
-0.324006226,1.836329264,-0.000264883,0.004313755,0.003712723,-5.61985E-06,-0.091139115,4603.640192,0,100
-0.324090101,1.835512399,-0.000259023,0.004346514,0.004053246,-5.5677E-06,-0.091667496,4605.498329,0,100
-0.324084831,1.834694206,-0.000251454,0.004386575,0.004390212,-5.51552E-06,-0.092163959,4607.355534,0,100
-0.32398973,1.833874686,-0.000242379,0.004432795,0.004722625,-5.46336E-06,-0.092628451,4609.211805,0,100
-0.323804194,1.83305384,-0.000232001,0.004483719,0.005049535,-5.46283E-06,-0.093060882,4611.067142,0,100
-0.323527693,1.832231667,-0.000220518,0.004537616,0.005370047,-5.51392E-06,-0.09346117,4612.921541,0,100
-0.323159802,1.831408167,-0.000208123,0.004592606,0.005683301,-5.56671E-06,-0.093829278,4614.775003,0,100
-0.322700212,1.83058334,-0.000195001,0.004646764,0.005988467,-5.61951E-06,-0.094165177,4616.627524,0,100
-0.322148734,1.829757188,-0.00018133,0.004698215,0.006284745,-5.67234E-06,-0.094468855,4618.479105,0,100
-0.321505308,1.828929711,-0.000167276,0.004745202,0.006571367,-5.72518E-06,-0.094740366,4620.329742,0,100
