Vehicle_States.lateral_acc_wrt_road,Vehicle_States.longitudinal_acc_wrt_road,Vehicle_States.pitch_angular_vel_wrt_road,Vehicle_States.roll_angular_acc_wrt_road,Vehicle_States.yaw_angular_acc_wrt_road,engine.engine_rpm,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.throttle,driver_demands.brake
-0.600040775,2.048531543,0.012368943,0.052331328,0.113319963,3517.883094,1.62666E-06,-0.074572952,100,0
-0.587319348,2.047966417,0.012716922,0.044423483,0.105888882,3519.969726,1.64601E-06,-0.074727168,100,0
-0.574083243,2.047435938,0.012918503,0.037802298,0.098196233,3522.055742,1.67903E-06,-0.074802503,100,0
-0.560399157,2.046966962,0.012982633,0.031896984,0.090314165,3524.139684,1.79102E-06,-0.07480128,100,0
-0.546342017,2.046565165,0.012919512,0.026502679,0.082325497,3526.219923,1.92142E-06,-0.074725978,100,0
-0.531986488,2.046215573,0.012740156,0.021547517,0.074312713,3528.295309,2.0519E-06,-0.074579155,100,0
-0.517397987,2.045894663,0.012455989,0.017033957,0.06635785,3530.365672,2.18246E-06,-0.074363401,100,0
-0.502625544,2.045583915,0.012078538,0.012950018,0.058543528,3532.431808,2.3131E-06,-0.074081424,100,0
-0.487721837,2.045276512,0.011619229,0.009264902,0.050940761,3534.495008,2.44381E-06,-0.073735879,100,0
-0.472747274,2.044975885,0.011089258,0.005930627,0.043606427,3536.556503,2.5746E-06,-0.073329478,100,0
-0.457765207,2.044689786,0.010499511,0.002887703,0.036586422,3538.617125,2.70546E-06,-0.072864917,100,0
-0.442837794,2.044425334,0.009860487,8.82199E-05,0.029918828,3540.677234,2.8364E-06,-0.072344798,100,0
-0.428023178,2.044184212,0.009182235,-0.002525594,0.023634417,3542.736875,2.96742E-06,-0.071771785,100,0
-0.413374264,2.043963512,0.008474364,-0.004999586,0.017757862,3544.796063,3.09852E-06,-0.071148377,100,0
-0.398938036,2.043758977,0.00774598,-0.007359851,0.012308643,3546.854923,3.22969E-06,-0.070477064,100,0
-0.384756129,2.04356683,0.007005626,-0.009619947,0.007300964,3548.913724,3.36094E-06,-0.069760254,100,0
-0.370865089,2.043384559,0.006261237,-0.011783764,0.002744128,3550.972814,3.46633E-06,-0.069000182,100,0
-0.357297022,2.043210803,0.005520113,-0.013847106,-0.001357281,3553.032547,3.35854E-06,-0.068199122,100,0
-0.344075531,2.04304489,0.004788906,-0.01577816,-0.004999752,3555.093223,3.10247E-06,-0.067359138,100,0
-0.331209293,2.042886346,0.004073612,-0.017544538,-0.008177008,3557.155065,2.84111E-06,-0.06648229,100,0
-0.318701736,2.042734596,0.003379573,-0.019117507,-0.010885463,3559.218229,2.5796E-06,-0.065570508,100,0
-0.306547156,2.042526802,0.002711838,-0.021667793,-0.013169368,3561.283043,2.31794E-06,-0.064625563,100,0
-0.294757991,2.042449224,0.002076536,-0.021889284,-0.014926688,3563.350137,2.05612E-06,-0.063649202,100,0
-0.283332832,2.042364848,0.001473498,-0.022726069,-0.016253016,3565.416095,1.79415E-06,-0.062642964,100,0
-0.272283284,2.04225493,0.000906907,-0.023507564,-0.017151803,3567.482244,1.53203E-06,-0.061608356,100,0
-0.261608681,2.042114793,0.0003795,-0.024031538,-0.017630308,3569.550093,1.26976E-06,-0.060546745,100,0
-0.251305417,2.041953882,-0.000107055,-0.024258682,-0.017706322,3571.620907,1.00733E-06,-0.059459379,100,0
-0.24136784,2.041788258,-0.000551833,-0.02418376,-0.01741003,3573.695226,7.4475E-07,-0.058347435,100,0
-0.231787754,2.041631251,-0.000954492,-0.023851012,-0.016772562,3575.772771,4.82017E-07,-0.057211951,100,0
-0.222552968,2.041488232,-0.001315038,-0.023311412,-0.015820161,3577.852763,2.19132E-07,-0.056053905,100,0
-0.213648251,2.041356933,-0.001633767,-0.022589274,-0.014580999,3579.934357,-3.1627E-08,-0.054874171,100,0
-0.205055243,2.041231186,-0.001911262,-0.021714962,-0.013081275,3582.016955,-8.2332E-08,-0.053673538,100,0
-0.196751744,2.041104906,-0.002148395,-0.02070156,-0.011345896,3584.100299,6.9826E-08,-0.052452697,100,0
-0.188713389,2.040974257,-0.00234631,-0.019577309,-0.009401685,3586.184388,2.37567E-07,-0.051212239,100,0
-0.180912997,2.040837957,-0.002506437,-0.018358684,-0.007271366,3588.26933,4.05406E-07,-0.04995269,100,0
-0.173322338,2.040696435,-0.002630405,-0.017046269,-0.004980303,3590.355201,5.73341E-07,-0.048674511,100,0
-0.165912534,2.040550732,-0.002720004,-0.015662877,-0.002551994,3592.441981,7.41373E-07,-0.047378116,100,0
-0.158654445,2.040401948,-0.002777181,-0.01421625,-9.52639E-06,3594.529548,9.09501E-07,-0.046063871,100,0
-0.151520822,2.040250896,-0.00280401,-0.012726038,0.002621421,3596.617723,1.07773E-06,-0.044732094,100,0
-0.144485478,2.040097936,-0.002802663,-0.011205304,0.005318258,3598.706307,1.24605E-06,-0.043383096,100,0
-0.13752483,2.039942949,-0.002775375,-0.009666507,0.008054609,3600.795121,1.41447E-06,-0.042017115,100,0
-0.130617806,2.039785431,-0.002724417,-0.008133124,0.010805737,3602.884017,1.58298E-06,-0.040634428,100,0
-0.123745293,2.039624798,-0.002652077,-0.006615415,0.013546889,3604.972875,1.75159E-06,-0.039235251,100,0
-0.116891227,2.0394606,-0.002560636,-0.005137554,0.016251389,3607.061593,1.9203E-06,-0.037819813,100,0
-0.110040925,2.039292651,-0.002452359,-0.003715441,0.018896569,3609.150082,2.08724E-06,-0.036388354,100,0
-0.103181876,2.039120992,-0.002329483,-0.002363079,0.021457308,3611.238253,2.18984E-06,-0.034941071,100,0
-0.096303208,2.03894574,-0.002194202,-0.001100848,0.023912046,3613.326023,2.2189E-06,-0.033478256,100,0
-0.089394918,2.038767014,-0.002048655,6.73239E-05,0.026240676,3615.413316,2.2418E-06,-0.032000129,100,0
-0.082448926,2.038584868,-0.001894916,0.00112586,0.028423069,3617.500065,2.26472E-06,-0.030507024,100,0
-0.075457636,2.038399336,-0.001734979,0.002072294,0.030444529,3619.586214,2.28765E-06,-0.028999232,100,0
-0.068414958,2.038210487,-0.001570749,0.002905176,0.03228903,3621.671719,2.31059E-06,-0.027477096,100,0
-0.061315927,2.038018435,-0.001404032,0.003618802,0.033945354,3623.756547,2.33355E-06,-0.025941005,100,0
-0.054156169,2.03782336,-0.001236527,0.004222336,0.035404174,3625.840674,2.35651E-06,-0.024391326,100,0
-0.046933349,2.037625473,-0.001069815,0.004712934,0.036656757,3627.924089,2.3795E-06,-0.022828551,100,0
-0.039645266,2.037425007,-0.000905359,0.005098539,0.037700096,3630.006784,2.40249E-06,-0.021253102,100,0
-0.03229163,2.037222207,-0.000744494,0.005385908,0.038529642,3632.088763,2.4255E-06,-0.019665548,100,0
-0.024873082,2.03701733,-0.000588428,0.005575602,0.039145842,3634.170033,2.44852E-06,-0.018066418,100,0
-0.017391029,2.036810644,-0.000438234,0.005681126,0.039550392,3636.25061,2.47155E-06,-0.016456325,100,0
-0.009848784,2.036602433,-0.000294857,0.005700938,0.039745451,3638.330514,2.49736E-06,-0.014835919,100,0
-0.002249899,2.036392986,-0.000159107,0.005644715,0.039738139,3640.409771,2.58394E-06,-0.013205857,100,0
0.005400627,2.036182589,-3.16644E-05,0.005519194,0.039533582,3642.488411,2.73254E-06,-0.011566904,100,0
0.013096836,2.035971542,8.69272E-05,0.005324724,0.039141237,3644.566465,2.88574E-06,-0.009919737,100,0
0.020832338,2.035760129,0.000196248,0.005071781,0.03857079,3646.64397,3.03903E-06,-0.008265216,100,0
0.028599243,2.035548671,0.000295992,0.004757386,0.037831943,3648.720963,3.1924E-06,-0.006604103,100,0
0.03638991,2.035337445,0.000385971,0.004390426,0.036938433,3650.797482,3.34587E-06,-0.004937293,100,0
0.044195268,2.035126668,0.000466101,0.003974608,0.03590089,3652.873567,3.49941E-06,-0.003265652,100,0
0.052006001,2.034916523,0.000536403,0.003508804,0.034733775,3654.949259,3.65305E-06,-0.001590092,100,0
0.059812561,2.03470714,0.000596986,0.003004042,0.033450543,3657.024597,3.80677E-06,8.84222E-05,100,0
0.067604462,2.034498688,0.000648044,0.002455595,0.032064148,3659.09962,3.96058E-06,0.001768982,100,0
0.075371679,2.034291323,0.000689842,0.001871961,0.030590475,3661.174367,4.11447E-06,0.003450526,100,0
0.083103275,2.034085191,0.00072271,0.001257809,0.029041622,3663.248875,4.26845E-06,0.005132171,100,0
0.090788488,2.033880447,0.000747035,0.000612463,0.027432907,3665.323179,4.42252E-06,0.006812792,100,0
0.098416799,2.033677168,0.000763252,-5.17078E-05,0.025777741,3667.397313,4.55524E-06,0.008491467,100,0
0.105977133,2.033475453,0.000771836,-0.000737482,0.024088666,3669.471309,4.48433E-06,0.010167104,100,0
0.113459364,2.033275351,0.000773296,-0.001433471,0.02238042,3671.545195,4.2656E-06,0.011838688,100,0
0.120852746,2.033076901,0.000768167,-0.002135356,0.020663387,3673.618999,4.04074E-06,0.013505138,100,0
0.128147136,2.032880158,0.000757002,-0.002840882,0.018950898,3675.692746,3.81575E-06,0.015165371,100,0
0.135332808,2.032685109,0.000740367,-0.003537092,0.017253557,3677.766455,3.59064E-06,0.016818367,100,0
0.142399855,2.032491781,0.000718834,-0.004226577,0.015581049,3679.840148,3.3654E-06,0.018463015,100,0
0.149339648,2.032300147,0.000692974,-0.004897631,0.013944716,3681.913839,3.14004E-06,0.020098356,100,0
0.156143237,2.032110171,0.000663356,-0.005547276,0.012351348,3683.987543,2.91455E-06,0.021723285,100,0
0.162802661,2.03192184,0.000630537,-0.00617374,0.010810627,3686.061272,2.68893E-06,0.02333688,100,0
0.169310578,2.031735071,0.000595059,-0.006765959,0.009329047,3688.135032,2.46319E-06,0.02493809,100,0
0.175659683,2.031549838,0.000557448,-0.007328651,0.007912321,3690.208832,2.23732E-06,0.026526003,100,0
0.181844141,2.03136606,0.000518206,-0.0078518,0.006567484,3692.282675,2.01132E-06,0.028099654,100,0
0.187857935,2.03118366,0.000477814,-0.008335709,0.00529701,3694.356564,1.78523E-06,0.02965815,100,0
0.193696169,2.031002585,0.000436723,-0.008780725,0.004106324,3696.430498,1.59979E-06,0.031200605,100,0
0.199354543,2.030822716,0.000395358,-0.009178995,0.002997342,3698.504477,1.63598E-06,0.032726168,100,0
0.204828885,2.030644002,0.000354111,-0.009538175,0.001971548,3700.578496,1.74622E-06,0.034234063,100,0
0.210116482,2.030466336,0.000313345,-0.009850652,0.001031523,3702.652552,1.85652E-06,0.035723523,100,0
0.215214395,2.030289627,0.000273391,-0.010120032,0.000175467,3704.726638,1.96688E-06,0.037193863,100,0
0.220120914,2.030113809,0.000234543,-0.010348288,-0.000595191,3706.800747,2.07731E-06,0.038644359,100,0
0.224834873,2.029938758,0.000197068,-0.010530096,-0.001282604,3708.874871,2.1878E-06,0.040074414,100,0
0.229355212,2.029764422,0.000161196,-0.010675063,-0.001888844,3710.949001,2.29834E-06,0.041483353,100,0
0.233682165,2.029590693,0.000127128,-0.010776944,-0.002414992,3713.023127,2.40895E-06,0.04287065,100,0
0.237815546,2.02941749,9.503E-05,-0.010841628,-0.002866195,3715.097239,2.51962E-06,0.044235696,100,0
0.241756298,2.029244755,6.50412E-05,-0.010871879,-0.003244064,3717.171327,2.63036E-06,0.04557802,100,0
0.245505645,2.029072379,3.72693E-05,-0.010864022,-0.003553803,3719.245378,2.74115E-06,0.046897093,100,0
0.249064896,2.028900326,1.17945E-05,-0.010828524,-0.003799873,3721.319382,2.852E-06,0.048192489,100,0
0.252436525,2.028728507,-1.13298E-05,-0.010759383,-0.003985707,3723.393327,2.96293E-06,0.049463758,100,0
0.255622501,2.028556862,-3.20751E-05,-0.010663582,-0.004118284,3725.467201,3.08855E-06,0.050710514,100,0
0.25862581,2.028385353,-5.04362E-05,-0.010543422,-0.004200683,3727.540992,3.24267E-06,0.051932388,100,0
0.261449514,2.028213895,-6.64297E-05,-0.010395958,-0.004239477,3729.61469,3.39919E-06,0.053129032,100,0
0.264096579,2.028042474,-8.00918E-05,-0.01023168,-0.004239898,3731.688282,3.5558E-06,0.054300158,100,0
0.266570955,2.027871025,-9.14771E-05,-0.010044429,-0.004206143,3733.761758,3.71249E-06,0.055445446,100,0
0.268875815,2.027699514,-0.000100656,-0.009841972,-0.004145545,3735.835106,3.86927E-06,0.056564682,100,0
0.271015261,2.027527924,-0.000107713,-0.009626013,-0.004061213,3737.908316,4.02613E-06,0.057657566,100,0
0.272993166,2.027356195,-0.000112745,-0.00939421,-0.003959747,3739.981378,4.18308E-06,0.058723955,100,0
0.274813282,2.027184336,-0.00011586,-0.009156915,-0.003845779,3742.054282,4.34012E-06,0.059763562,100,0
0.276480082,2.027012301,-0.000117175,-0.008907643,-0.003723046,3744.127018,4.49724E-06,0.060776313,100,0
0.277997162,2.02684008,-0.000116814,-0.008654716,-0.003597978,3746.199579,4.65445E-06,0.061761927,100,0
0.279368864,2.026667672,-0.000114905,-0.008398939,-0.003472647,3748.271955,4.81175E-06,0.062720397,100,0
0.280599131,2.026495036,-0.000111582,-0.008138421,-0.003352616,3750.34414,4.96913E-06,0.063651451,100,0
0.281691631,2.026322199,-0.00010698,-0.007883018,-0.003241074,3752.416125,5.09241E-06,0.064555111,100,0
0.282650632,2.026149128,-0.000101236,-0.007625796,-0.003140496,3754.487905,4.9687E-06,0.065431142,100,0
0.283479026,2.025975829,-9.44871E-05,-0.007377278,-0.00305602,3756.559474,4.70688E-06,0.066279534,100,0
0.284179372,2.025802315,-8.68675E-05,-0.007138842,-0.002989005,3758.630826,4.443E-06,0.067100051,100,0
0.284753557,2.02562856,-7.85099E-05,-0.006909301,-0.002944467,3760.701956,4.17897E-06,0.067892653,100,0
0.285204587,2.025454597,-6.95432E-05,-0.006691797,-0.002923625,3762.772861,3.9148E-06,0.068657154,100,0
0.285539938,2.025280393,-6.0092E-05,-0.006471958,-0.00292477,3764.843537,3.65049E-06,0.069393507,100,0
0.285766331,2.025105958,-5.02755E-05,-0.006255429,-0.002948126,3766.913981,3.38603E-06,0.070101565,100,0
0.285889255,2.024931293,-4.02072E-05,-0.006038593,-0.002990761,3768.984189,3.12143E-06,0.07078128,100,0
0.285912159,2.02475636,-2.99938E-05,-0.005819742,-0.003054419,3771.054161,2.85668E-06,0.071432533,100,0
0.285837677,2.024581196,-1.9735E-05,-0.005608107,-0.00313825,3773.123895,2.59179E-06,0.072055277,100,0
0.285668592,2.024405782,-9.52364E-06,-0.005397296,-0.003241629,3775.193389,2.32676E-06,0.07264942,100,0
0.285406551,2.024230135,5.55351E-07,-0.005198033,-0.003365972,3777.262643,2.06158E-06,0.073214914,100,0
0.285053975,2.024054262,1.04246E-05,-0.00500954,-0.003508565,3779.331658,1.79656E-06,0.073751691,100,0
0.28461256,2.02387813,2.00148E-05,-0.004832233,-0.00367077,3781.400433,1.70502E-06,0.074259709,100,0
0.284083976,2.023701765,2.92641E-05,-0.004674673,-0.003850757,3783.46897,1.90519E-06,0.074738941,100,0
0.283470302,2.02352513,3.81188E-05,-0.004528769,-0.004047218,3785.537271,2.12604E-06,0.075189417,100,0
0.282772672,2.023348242,4.65325E-05,-0.004403097,-0.004260589,3787.605339,2.34701E-06,0.075611165,100,0
0.281993101,2.023171102,5.44663E-05,-0.004293074,-0.004487347,3789.673176,2.5681E-06,0.07600423,100,0
0.281132905,2.022993687,6.18885E-05,-0.004196538,-0.004728161,3791.740783,2.78931E-06,0.076368656,100,0
0.280193493,2.022816027,6.87744E-05,-0.004118328,-0.004980285,3793.808165,3.01064E-06,0.0767045,100,0
0.279176697,2.022638084,7.5106E-05,-0.004047526,-0.005241881,3795.875324,3.23209E-06,0.077011818,100,0
0.278083439,2.022459869,8.08714E-05,-0.003990786,-0.005512632,3797.942262,3.45366E-06,0.077290679,100,0
0.276915553,2.022281373,8.60649E-05,-0.003941116,-0.005788486,3800.008982,3.67535E-06,0.077541153,100,0
0.275674024,2.022102568,9.06863E-05,-0.003896283,-0.006069808,3802.075487,3.89715E-06,0.077763322,100,0
0.274359882,2.021923474,9.47406E-05,-0.00386063,-0.006353479,3804.141782,4.11908E-06,0.077957269,100,0
0.272974281,2.02174405,9.82375E-05,-0.003824347,-0.006637915,3806.207867,4.34102E-06,0.078123092,100,0
0.271517175,2.021564304,0.000101191,-0.003796209,-0.006923056,3808.273748,4.50069E-06,0.078260884,100,0
0.269989167,2.021384225,0.000103618,-0.003770961,-0.007205603,3810.339426,4.37175E-06,0.078370751,100,0
0.268389624,2.021203781,0.00010554,-0.00374979,-0.007487043,3812.404906,4.17369E-06,0.07845275,100,0
0.266717926,2.021022989,0.000106981,-0.003739092,-0.007765334,3814.470189,3.97553E-06,0.078506956,100,0
0.264973464,2.020841807,0.000107967,-0.003731009,-0.008040439,3816.53528,3.77726E-06,0.078533426,100,0
0.26315486,2.020660246,0.000108527,-0.003735447,-0.008313328,3818.600182,3.57889E-06,0.078532256,100,0
0.261261834,2.020478293,0.00010869,-0.003746004,-0.00858169,3820.664897,3.3804E-06,0.078503513,100,0
0.259293434,2.020295923,0.000108487,-0.003763332,-0.008847645,3822.729427,3.18182E-06,0.078447314,100,0
0.257249207,2.02011315,0.000107951,-0.003790888,-0.009109286,3824.793776,2.98312E-06,0.078363739,100,0
0.255129115,2.019929932,0.000107114,-0.003818301,-0.009366743,3826.857944,2.78432E-06,0.078252925,100,0
0.252932668,2.019746273,0.000106008,-0.003853029,-0.009620589,3828.921935,2.58541E-06,0.078114965,100,0
0.250660517,2.019562151,0.000104666,-0.003885948,-0.00986829,3830.985749,2.3864E-06,0.077950018,100,0
0.248312489,2.019377539,0.00010312,-0.003916882,-0.010111756,3833.049387,2.18728E-06,0.077758188,100,0
0.245888954,2.019192442,0.000101402,-0.003947536,-0.010348664,3835.112852,1.99645E-06,0.077539656,100,0
0.24339068,2.019006813,9.95428E-05,-0.003967757,-0.010579031,3837.176145,1.86842E-06,0.077294543,100,0
0.240817708,2.018820657,9.75716E-05,-0.003986114,-0.010803158,3839.239266,1.77439E-06,0.077023057,100,0
0.238171114,2.018633947,9.55167E-05,-0.003993783,-0.011018567,3841.302215,1.68081E-06,0.076725349,100,0
0.235451202,2.018446655,9.34052E-05,-0.003992753,-0.011227131,3843.364994,1.58717E-06,0.076401652,100,0
0.232658892,2.018258783,9.12624E-05,-0.003986161,-0.011426375,3845.427604,1.49349E-06,0.076052131,100,0
0.229795127,2.018070287,8.91119E-05,-0.003966074,-0.011616701,3847.490044,1.39975E-06,0.07567704,100,0
0.226860337,2.017881169,8.69758E-05,-0.00394245,-0.011798361,3849.552314,1.30597E-06,0.075276559,100,0
0.223856142,2.017691401,8.4874E-05,-0.003907941,-0.011969061,3851.614415,1.21213E-06,0.074850959,100,0
0.220783022,2.017500957,8.28249E-05,-0.00386658,-0.012131005,3853.676346,1.11825E-06,0.074400442,100,0
0.217642397,2.017309839,8.08449E-05,-0.003821243,-0.012281769,3855.738108,1.02432E-06,0.073925286,100,0
0.214435671,2.017118003,7.89483E-05,-0.003765499,-0.012422145,3857.799699,9.30331E-07,0.073425723,100,0
0.211163667,2.016925453,7.71479E-05,-0.003709549,-0.012552473,3859.86112,8.36297E-07,0.072902038,100,0
0.207828463,2.016732159,7.54544E-05,-0.003645314,-0.012670805,3861.92237,7.41462E-07,0.072354488,100,0
0.204431003,2.016538102,7.38767E-05,-0.003577761,-0.012779563,3863.983448,6.34088E-07,0.071783366,100,0
0.200973125,2.016343278,7.24222E-05,-0.003508582,-0.012876478,3866.044353,5.1766E-07,0.071188953,100,0
0.197456576,2.016147651,7.10964E-05,-0.003431454,-0.012962786,3868.105085,4.00826E-07,0.070571548,100,0
0.193882639,2.015951221,6.99033E-05,-0.003356068,-0.013038835,3870.165643,2.83931E-07,0.069931452,100,0
0.190253745,2.015753964,6.88454E-05,-0.003273384,-0.013103028,3872.226025,1.66974E-07,0.069268976,100,0
0.186571291,2.01555586,6.79237E-05,-0.003188463,-0.013157886,3874.286231,4.9955E-08,0.06858444,100,0
0.182837636,2.015356907,6.7138E-05,-0.003101698,-0.013201118,3876.346259,-6.7125E-08,0.067878168,100,0
0.179054949,2.015157071,6.64868E-05,-0.003006865,-0.013234207,3878.406108,-1.84267E-07,0.067150494,100,0
0.175225021,2.014956353,6.59676E-05,-0.002913185,-0.01325732,3880.465777,-3.01471E-07,0.06640176,100,0
0.171350598,2.014754731,6.55768E-05,-0.00281163,-0.013269108,3882.525265,-4.18736E-07,0.065632308,100,0
0.167433331,2.014552187,6.53099E-05,-0.002707539,-0.013272146,3884.58457,-5.36063E-07,0.0648425,100,0
0.163475825,2.014348719,6.51617E-05,-0.002601669,-0.0132642,3886.643691,-6.53451E-07,0.064032683,100,0
0.159480261,2.014144299,6.51263E-05,-0.002487849,-0.013247108,3888.702627,-7.70924E-07,0.06320324,100,0
0.155448628,2.013938927,6.51972E-05,-0.002376653,-0.01322097,3890.761375,-8.89387E-07,0.062354525,100,0
0.151383604,2.013732582,6.53674E-05,-0.002258046,-0.013184802,3892.819936,-1.00864E-06,0.061486932,100,0
0.147286967,2.013525253,6.56296E-05,-0.002139709,-0.013141256,3894.878307,-1.12799E-06,0.060600829,100,0
