Vehicle_States.lateral_acc_wrt_road,Vehicle_States.longitudinal_acc_wrt_road,Vehicle_States.pitch_angular_vel_wrt_road,Vehicle_States.roll_angular_acc_wrt_road,Vehicle_States.yaw_angular_acc_wrt_road,engine.engine_rpm,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.throttle,driver_demands.brake
-5.735453406,-6.295989568,-0.000300779,0.072823231,-0.166800257,2795.210997,-0.007159118,-0.226970055,0,48.65620338
-5.756613362,-6.287755241,-0.00047107,0.078390798,-0.167814557,2788.111617,-0.007231597,-0.22905834,0,48.52680534
-5.77770703,-6.287941676,-0.000649337,0.078320517,-0.164323012,2781.071807,-0.007303905,-0.231101491,0,48.3972584
-5.800130091,-6.287839149,-0.000824911,0.072369626,-0.160794127,2774.115643,-0.007376039,-0.23310019,0,48.26702157
-5.824375399,-6.28047489,-0.000999278,0.061690922,-0.160563778,2767.241145,-0.007447998,-0.235054285,0,48.13594733
-5.849849827,-6.263789239,-0.001181366,0.048469897,-0.164369038,2760.428473,-0.007519777,-0.236963352,0,48.0042908
-5.875275971,-6.240618311,-0.001380201,0.035156645,-0.170535169,2753.652247,-0.007591375,-0.238827175,0,47.8725064
-5.899372711,-6.216329171,-0.001599106,0.023692077,-0.176293365,2746.89147,-0.007662789,-0.240645936,0,47.74098601
-5.931646951,-6.152168089,-0.002036345,-0.004272773,-0.186221016,2745.964006,-0.007735288,-0.242420105,0,45.16103216
-5.976329303,-6.022643537,-0.002691286,-0.037585178,-0.206901904,2742.795229,-0.007814485,-0.244150026,0,45.03109818
-6.017692806,-5.89620985,-0.003475245,-0.06420849,-0.219159182,2737.904954,-0.00789587,-0.245836216,0,44.90463585
-6.046992792,-5.815808345,-0.004280731,-0.074526349,-0.210863993,2732.083803,-0.007977093,-0.24747919,0,44.78297988
-6.063421286,-5.792699336,-0.005006552,-0.066915498,-0.1828395,2725.765462,-0.008058169,-0.249078389,0,44.66497992
-6.071878205,-5.808105346,-0.005590594,-0.045781772,-0.147288332,2719.302479,-0.008139096,-0.250631542,0,44.54797499
-6.078729033,-5.830898691,-0.00602075,-0.017803152,-0.118849232,2712.87805,-0.008219872,-0.252135078,0,44.42971293
-6.088218717,-5.837139024,-0.006326019,0.011289145,-0.106159433,2706.51573,-0.008300493,-0.253585519,0,44.30933508
-6.101230551,-5.819482067,-0.0065539,0.037785981,-0.108971295,2700.156922,-0.008380955,-0.25498094,0,44.18735485
-6.116240512,-5.785923947,-0.00674605,0.060110955,-0.120250787,2693.739123,-0.008461256,-0.256321669,0,44.06495989
-6.13104475,-5.752056508,-0.006922116,0.077390713,-0.130664781,2687.243006,-0.008541391,-0.257609971,0,43.94318526
-6.144376056,-5.731008294,-0.00707705,0.08849891,-0.133435455,2680.699614,-0.008621359,-0.258848993,0,43.8223667
-6.156658038,-5.726125997,-0.007191382,0.092190533,-0.127393817,2674.1678,-0.008701157,-0.2600415,0,43.70207465
-6.169498598,-5.730643727,-0.007247182,0.087761367,-0.116519457,2667.702206,-0.008780783,-0.26118897,0,43.5815003
-6.184463561,-5.73354128,-0.007239715,0.07579315,-0.106654994,2661.33038,-0.008860231,-0.262291415,0,43.46000459
-6.202057896,-5.726543845,-0.007179214,0.058027821,-0.101951918,2655.047592,-0.008939499,-0.263347871,0,43.33746819
-6.221585211,-5.707866575,-0.007084271,0.037785089,-0.103145968,2648.826724,-0.009018581,-0.264357158,0,43.21427658
-6.241455158,-5.681879858,-0.00697238,0.018351044,-0.107846851,2642.634254,-0.009097475,-0.265318491,0,43.09103623
-6.260017546,-5.655838978,-0.006852848,0.00216046,-0.112317976,2636.44345,-0.009176175,-0.266231696,0,42.96823369
-6.276384207,-5.635671612,-0.006725036,-0.009600218,-0.113661563,2630.239959,-0.009255091,-0.267097034,0,42.84601257
-6.302561749,-5.572157725,-0.006807045,-0.039964636,-0.118259932,2630.521494,-0.009338306,-0.267914859,0,39.98063558
-6.344570655,-5.430986609,-0.007107225,-0.077311517,-0.13622317,2628.121,-0.009427036,-0.268685227,0,39.85737196
-6.384449617,-5.28939489,-0.007541085,-0.106491252,-0.148287352,2623.606361,-0.009517935,-0.26940793,0,39.73844448
-6.411394088,-5.198128123,-0.007997346,-0.115408604,-0.140791343,2617.944088,-0.009608744,-0.270082722,0,39.62558703
-6.423399945,-5.173210725,-0.008365968,-0.101970586,-0.112845172,2611.722047,-0.009699427,-0.270708623,0,39.51740361
-6.425475864,-5.195394358,-0.008576856,-0.071658684,-0.07620206,2605.420017,-0.009789981,-0.271283334,0,39.41074268
-6.425169699,-5.228863538,-0.008615697,-0.03312872,-0.046482287,2599.290929,-0.009880404,-0.271803517,0,39.30278407
-6.428171416,-5.244349525,-0.008517083,0.005431748,-0.033739468,2593.368499,-0.00997069,-0.272266064,0,39.19231867
-6.436399777,-5.231452355,-0.008339442,0.039001334,-0.038565208,2587.563448,-0.010060833,-0.272669514,0,39.07983871
-6.448454787,-5.198283792,-0.008136133,0.065477002,-0.053645514,2581.766304,-0.010150828,-0.273014738,0,38.9667477
-6.461539708,-5.162857344,-0.007935231,0.084097174,-0.068481593,2575.914054,-0.010240945,-0.273335627,0,38.85484345
-6.473658477,-5.141106174,-0.007735086,0.094465283,-0.075067727,2570.012851,-0.010330639,-0.273620112,0,38.74364807
-6.484748791,-5.137830875,-0.007515563,0.096148229,-0.071702463,2564.112307,-0.010420173,-0.273858595,0,38.63320623
-6.496344144,-5.145838393,-0.007256781,0.088505298,-0.062783255,2558.269401,-0.010509543,-0.274052917,0,38.52257881
-6.510411422,-5.15248611,-0.006953275,0.072946434,-0.055203982,2552.517819,-0.010598742,-0.274203257,0,38.41098652
-6.527703483,-5.148085348,-0.006616802,0.051890154,-0.053939189,2546.856773,-0.010687766,-0.274308696,0,38.29825208
-6.547333297,-5.130588531,-0.006268662,0.028738757,-0.059781697,2541.259151,-0.010776608,-0.274368117,0,38.18480627
-6.567414874,-5.105083117,-0.005928739,0.007100253,-0.06983842,2535.688752,-0.010865262,-0.274380914,0,38.07134864
-6.586054036,-5.079926618,-0.005607257,-0.010682545,-0.079678001,2530.116065,-0.010953725,-0.274347235,0,37.95843822
-6.602340348,-5.061819507,-0.005302793,-0.023148992,-0.085918897,2524.525729,-0.011041957,-0.274267768,0,37.84623048
-6.629937972,-4.993257751,-0.005258464,-0.058122835,-0.094981872,2526.109894,-0.011129603,-0.274143284,0,34.68433132
-6.675976843,-4.834389753,-0.005487352,-0.099432649,-0.118601801,2524.537219,-0.011215457,-0.273973879,0,34.56787987
-6.719713388,-4.675444479,-0.005897211,-0.130293939,-0.13638376,2520.429935,-0.011300187,-0.273786071,0,34.45806007
-6.748024778,-4.576501054,-0.006360764,-0.137024056,-0.13315475,2514.970443,-0.011384527,-0.27359327,0,34.3556904
-6.758230971,-4.556487273,-0.006747487,-0.116976919,-0.107389858,2508.929983,-0.011468789,-0.273354231,0,34.25922933
-6.756201351,-4.592188547,-0.006971318,-0.076704806,-0.071612416,2502.922273,-0.011552974,-0.27306602,0,34.16464072
-6.750927306,-4.640381061,-0.00699846,-0.026267516,-0.042798516,2497.255407,-0.011637075,-0.272724881,0,34.06832998
-6.749585017,-4.665779097,-0.00688838,0.022076979,-0.032308128,2491.949279,-0.011721087,-0.272327502,0,33.96873698
-6.755030801,-4.65615927,-0.006705388,0.063099005,-0.041297354,2486.859942,-0.011805002,-0.27187228,0,33.8665222
-6.765731303,-4.621289622,-0.006509489,0.092896117,-0.061715061,2481.815261,-0.011888814,-0.271360048,0,33.76346298
-6.778173214,-4.582697184,-0.006333458,0.111594305,-0.08160638,2476.705857,-0.011972517,-0.270793702,0,33.66123263
-6.789376888,-4.559674908,-0.006175876,0.119961433,-0.091525936,2471.513447,-0.012056108,-0.270176947,0,33.56051564
-6.79860349,-4.558477338,-0.006012913,0.118714084,-0.089230707,2466.285623,-0.012139898,-0.269582367,0,33.46138435
-6.807293924,-4.570996938,-0.00581988,0.108003494,-0.079755618,2461.092655,-0.01222326,-0.268962055,0,33.36160559
-6.817742326,-4.582394376,-0.005588044,0.089584419,-0.071264819,2455.980893,-0.012306491,-0.268297888,0,33.2607532
-6.831153963,-4.581042846,-0.005328342,0.066070142,-0.069845613,2450.957057,-0.012389586,-0.26758803,0,33.15857036
-6.846856712,-4.564257669,-0.005063149,0.040903223,-0.076647459,2445.995292,-0.012472538,-0.266830483,0,33.05554583
-6.862854379,-4.537922515,-0.004813379,0.017651133,-0.088298295,2441.057162,-0.01255534,-0.266023915,0,32.95251659
-6.877009203,-4.511975982,-0.004588688,-0.00127199,-0.099448282,2436.110989,-0.012637988,-0.265167933,0,32.85016665
-6.888191124,-4.494513346,-0.004385047,-0.013935627,-0.105881789,2431.141486,-0.012720474,-0.264262801,0,32.74869509
-6.896441037,-4.487781818,-0.004190028,-0.020581819,-0.106440431,2426.147025,-0.012803115,-0.263368095,0,32.64836316
-6.902792255,-4.487912855,-0.003991756,-0.022461827,-0.103089201,2421.136649,-0.012887404,-0.262472616,0,32.54746761
-6.981816677,-4.141999542,-0.00515474,-0.188717681,-0.134127603,2455.055822,-0.012992249,-0.261531025,0,15.84147508
-7.162917473,-3.166464441,-0.007846487,-0.380167284,-0.254749941,2470.283636,-0.013113705,-0.260541256,0,15.67962124
-7.317169175,-2.142109514,-0.011797617,-0.509296845,-0.337155671,2469.562012,-0.013241892,-0.259498143,0,15.56560252
-7.382839947,-1.62871529,-0.016263114,-0.51719179,-0.299456519,2460.641584,-0.013370253,-0.258396022,0,15.51647328
-7.342678704,-1.78107359,-0.020121554,-0.39424931,-0.137037708,2449.556182,-0.013498685,-0.257226631,0,15.51162296
-7.233618578,-2.313445459,-0.022596812,-0.16965477,0.075516218,2440.642506,-0.013627736,-0.256001311,0,15.51179189
-7.131227408,-2.791751805,-0.023645528,0.0586589,0.224825057,2435.466858,-0.013756367,-0.254778399,0,15.48558048
-7.085028535,-2.959266621,-0.023734505,0.230574183,0.249954069,2433.340818,-0.013885023,-0.25345119,0,15.42713131
-7.096094832,-2.808910925,-0.023486107,0.333020844,0.163776552,2432.573296,-0.014013667,-0.252017411,0,15.35011158
-7.132452306,-2.49749758,-0.023358537,0.385082739,0.033207528,2431.64227,-0.014142281,-0.250486263,0,15.2739311
-7.162054573,-2.250488941,-0.02350006,0.400097208,-0.053236259,2429.759244,-0.014270866,-0.248875766,0,15.21238303
-7.163820987,-2.213026697,-0.023727647,0.395479274,-0.041161962,2426.922367,-0.014399431,-0.247205737,0,15.16717434
-7.136505217,-2.362812171,-0.023727938,0.376222749,0.052170028,2423.582124,-0.014528527,-0.245524054,0,15.12935376
-7.103491079,-2.55997668,-0.023324355,0.345974787,0.155187132,2420.23576,-0.014657077,-0.243897174,0,15.08613415
-7.090145475,-2.666336188,-0.022540508,0.286020996,0.202074674,2417.171723,-0.014785576,-0.242217386,0,15.03172726
-7.103162788,-2.632262188,-0.021563501,0.201761322,0.174425337,2414.410114,-0.014914001,-0.240475014,0,14.96843163
-7.131237115,-2.500068117,-0.020586916,0.110923564,0.098527459,2411.827779,-0.015042333,-0.238666615,0,14.90356704
-7.157795985,-2.363973393,-0.019708604,0.028386136,0.022437613,2409.289652,-0.015170563,-0.236796841,0,14.84400117
-7.169855789,-2.308471032,-0.018888656,-0.035350901,-0.012303179,2406.723468,-0.015298688,-0.234875618,0,14.79217725
-7.163698851,-2.353889484,-0.018003912,-0.073031086,0.004426241,2404.115587,-0.015427254,-0.233013813,0,14.7456037
-7.146742027,-2.452977778,-0.016958072,-0.097837315,0.048155368,2401.465187,-0.015555151,-0.231169169,0,14.69788687
-7.132129263,-2.532622766,-0.015725147,-0.106388496,0.081309174,2398.765587,-0.015674671,-0.229291838,0,14.64516469
-7.134565918,-2.501803951,-0.014528695,-0.130675261,0.076868661,2399.890257,-0.015751558,-0.227378823,0,12.89530274
-7.155859358,-2.340622711,-0.013523982,-0.146948666,0.029670843,2398.752551,-0.015780755,-0.225427108,0,12.82575007
-7.17784686,-2.163227669,-0.012745156,-0.148804082,-0.030790138,2395.804008,-0.015789085,-0.223435928,0,12.76450693
-7.186337855,-2.064961371,-0.012106413,-0.129077371,-0.070131625,2392.110191,-0.015797585,-0.221466851,0,12.7150633
-7.176114743,-2.080178092,-0.011449654,-0.089452831,-0.07002443,2388.446389,-0.015806266,-0.219569099,0,12.67325357
-7.152176226,-2.173659384,-0.010637139,-0.037991181,-0.039489335,2385.272542,-0.015815134,-0.21764405,0,12.63275024
-7.126970871,-2.273445337,-0.009635385,0.009979403,-0.006797034,2382.647584,-0.015824185,-0.215691708,0,12.58770214
-7.111737094,-2.319523553,-0.008504891,0.047417877,0.002042193,2380.357509,-0.015833417,-0.21370932,0,12.53612176
-7.109703245,-2.29441878,-0.007366897,0.068131551,-0.021124098,2378.112158,-0.01584283,-0.211694066,0,12.48010845
-7.116161788,-2.224080352,-0.006331331,0.076313098,-0.06464371,2375.711629,-0.015852473,-0.209695607,0,12.42416896
-7.122909617,-2.155885956,-0.005441894,0.077612496,-0.1066291,2373.116011,-0.015862289,-0.207785057,0,12.37113214
-7.123488012,-2.128164718,-0.004669892,0.076694681,-0.128923075,2370.407567,-0.015872279,-0.20584987,0,12.3223196
-7.116242815,-2.148681302,-0.003946814,0.074276446,-0.127484809,2367.706167,-0.015882443,-0.203894069,0,12.27607468
-7.104991869,-2.194851648,-0.003214447,0.069853583,-0.113225785,2365.090154,-0.015892779,-0.201919186,0,12.22953645
-7.095710063,-2.232434496,-0.002460165,0.060695363,-0.103012739,2362.563683,-0.015903286,-0.199923942,0,12.18056304
-7.092317544,-2.23818489,-0.001716743,0.045921723,-0.108276623,2360.075298,-0.015914023,-0.19798133,0,12.12921732
-7.094490878,-2.211399887,-0.001035958,0.027300953,-0.129137648,2357.566957,-0.015924913,-0.196112185,0,12.07631441
-7.098668905,-2.170548177,-0.000455248,0.008459922,-0.156199489,2355.010369,-0.015935968,-0.194218204,0,12.02418409
-7.100628463,-2.139593684,2.15748E-05,-0.006314029,-0.177343172,2352.41873,-0.015947187,-0.192300465,0,11.97412238
-7.097683385,-2.132968128,0.000421215,-0.015074355,-0.18505667,2349.828556,-0.015958567,-0.190360699,0,11.9260548
-7.090043422,-2.148234635,0.000780694,-0.018100979,-0.180299715,2347.269905,-0.015970108,-0.188399963,0,11.87878869
-7.080412949,-2.169972771,0.001123453,-0.018179553,-0.170825219,2344.745813,-0.015981886,-0.186553446,0,11.83120153
-7.068764307,-2.205615438,0.001525957,-0.007557881,-0.164047462,2340.096154,-0.015996285,-0.184729273,0,12.71442141
-7.054888908,-2.257773909,0.001987047,0.002983974,-0.161001528,2336.680486,-0.016017511,-0.182881453,0,12.6698016
-7.044088233,-2.287477191,0.002456358,0.010875893,-0.165102876,2334.220829,-0.016043543,-0.181009184,0,12.62076687
-7.038204906,-2.283068182,0.002868614,0.013013115,-0.175149481,2332.11894,-0.016070998,-0.17911272,0,12.56818206
-7.035777626,-2.254863937,0.003172889,0.010424996,-0.186475231,2329.98369,-0.016098713,-0.177236411,0,12.51485488
-7.033683552,-2.222988116,0.003353957,0.006318523,-0.193239894,2327.610518,-0.016126518,-0.175481731,0,12.46230232
-7.029188888,-2.203817701,0.003430776,0.002980253,-0.191677348,2324.986021,-0.016154467,-0.173707242,0,12.41173001
-7.021529396,-2.201699488,0.003439974,0.001279356,-0.182311164,2322.212652,-0.016182558,-0.171912746,0,12.36273361
-7.012014067,-2.209361313,0.003414626,0.000385126,-0.169476867,2319.41322,-0.016210787,-0.170097011,0,12.31423
-7.002853054,-2.215029729,0.003370267,3.35977E-05,-0.158440835,2316.66971,-0.016239153,-0.168258003,0,12.26529139
-6.995304881,-2.210656785,0.003303954,-0.000551642,-0.152077038,2314.006579,-0.016267788,-0.166560772,0,12.21594435
-6.989152794,-2.196236446,0.003204074,-0.001327046,-0.149495521,2311.408503,-0.016296464,-0.164863753,0,12.16600584
-6.98316805,-2.178198619,0.003062702,-0.00250361,-0.147168956,2308.843446,-0.016325264,-0.163139439,0,12.11639001
-6.976258339,-2.164199694,0.002882654,-0.00250376,-0.141498221,2306.284063,-0.016354186,-0.161386761,0,12.06750119
-6.967749807,-2.157935812,0.002675761,-0.00112482,-0.130915538,2303.716339,-0.016383228,-0.159604616,0,12.01929678
-6.957871056,-2.157509557,0.002455583,0.0011945,-0.116640217,2301.137676,-0.016412509,-0.157918164,0,11.97167711
-6.947559872,-2.157367753,0.002230185,0.003072541,-0.101684664,2298.553798,-0.016441826,-0.156273377,0,11.92369002
-6.937931289,-2.152417159,0.001999679,0.004460866,-0.088830551,2295.971398,-0.016471251,-0.154594791,0,11.87545405
-6.929258618,-2.141245046,0.001759206,0.005485622,-0.078833641,2293.396901,-0.016500782,-0.152879862,0,11.82713329
-6.92091727,-2.126697292,0.001504818,0.006385488,-0.070212294,2290.83604,-0.016530416,-0.151126297,0,11.77906561
-6.912012982,-2.113467411,0.001238144,0.006975526,-0.060592801,2288.29263,-0.016560263,-0.149440915,0,11.73177533
-6.902177066,-2.104783823,0.000966703,0.007658712,-0.048469843,2285.769468,-0.016590134,-0.147812184,0,11.68475691
-6.891570358,-2.100428706,0.000700023,0.008691398,-0.034043226,2283.264644,-0.016620105,-0.14614093,0,11.63806127
-6.880633967,-2.097411751,0.000444667,0.009648602,-0.018854085,2280.772929,-0.016650512,-0.144424924,0,11.59141903
-6.877639828,-2.034567514,2.85306E-05,-0.010119055,-0.008215855,2283.041149,-0.016681777,-0.142661683,0,9.474409278
-6.886808445,-1.884194811,-0.000603865,-0.03162095,-0.010217121,2282.538915,-0.016714659,-0.140962263,0,9.413094962
-6.894362435,-1.752618832,-0.001401616,-0.046490588,-0.011441861,2279.822,-0.016747782,-0.13931016,0,9.362924656
-6.890664167,-1.702689104,-0.00223153,-0.046929512,0.000906242,2276.245272,-0.016781104,-0.137603955,0,9.324448228
-6.873899355,-1.736111332,-0.002938962,-0.033024965,0.030265424,2272.761404,-0.016814605,-0.135841154,0,9.291893294
-6.85020579,-1.806962405,-0.003433589,-0.011510431,0.066881061,2269.900519,-0.016848282,-0.134018942,0,9.258631702
-6.828947307,-1.858879879,-0.00372303,0.008983991,0.094994577,2267.710091,-0.016882272,-0.132274802,0,9.220690164
-6.815794464,-1.860432112,-0.003885934,0.022380312,0.104906178,2265.928567,-0.016916357,-0.130543824,0,9.17748246
-6.810157524,-1.818299676,-0.004015541,0.027927554,0.099237583,2264.228049,-0.016950603,-0.128745825,0,9.132069049
-6.807375682,-1.765090261,-0.00416863,0.027884536,0.0898568,2262.387304,-0.016985007,-0.126880073,0,9.0878689
-6.802480481,-1.733771151,-0.004343794,0.026059797,0.089074466,2260.34569,-0.017019565,-0.124947144,0,9.046709401
-6.792872475,-1.736436566,-0.004497922,0.024776755,0.101460053,2258.16217,-0.017054424,-0.123136556,0,9.008309453
-6.77991862,-1.760447888,-0.004586712,0.023754145,0.121344814,2255.938514,-0.017089348,-0.121297081,0,8.970346336
-6.767664774,-1.781304437,-0.004596502,0.020486414,0.137740784,2253.752796,-0.017124416,-0.119390528,0,8.93123493
-6.759566987,-1.781106495,-0.004547747,0.014138511,0.142605738,2251.634655,-0.017159623,-0.117414262,0,8.890479143
-6.755777874,-1.759413082,-0.004475419,0.005270174,0.136110118,2249.574513,-0.017195063,-0.115392606,0,8.849119919
-6.753838694,-1.730773636,-0.004404274,-0.004418274,0.125310159,2247.549226,-0.017230599,-0.113503448,0,8.808133769
-6.750835836,-1.712376818,-0.004334628,-0.013339794,0.118409853,2245.538898,-0.017266261,-0.111544016,0,8.768532235
-6.745337513,-1.711855273,-0.004247043,-0.019016696,0.119111865,2243.532712,-0.017302047,-0.109515104,0,8.730121322
-6.737720751,-1.723452091,-0.004121284,-0.021415847,0.12486057,2241.524897,-0.017337953,-0.107417017,0,8.691990411
-6.729898384,-1.734080695,-0.003952891,-0.021951631,0.12934942,2239.509929,-0.017374087,-0.105359994,0,8.653443496
-6.723842435,-1.733269135,-0.003755906,-0.022342804,0.127301662,2237.484607,-0.017410276,-0.103359873,0,8.613906978
-6.720193516,-1.719917064,-0.003552354,-0.022236021,0.117974527,2235.450416,-0.017446446,-0.101290568,0,8.574043329
-6.728989623,-1.611544914,-0.003617906,-0.053556476,0.099840275,2240.52018,-0.01748167,-0.099152313,0,5.432598624
-6.756004887,-1.380507656,-0.004045186,-0.085090335,0.066419379,2241.347048,-0.017514812,-0.096945742,0,5.368702306
-6.780856103,-1.200027327,-0.00473527,-0.108149544,0.039622862,2238.7575,-0.017545997,-0.09488791,0,5.324696551
-6.789585253,-1.158796319,-0.005458677,-0.109299481,0.03606114,2234.878399,-0.017577287,-0.092789926,0,5.299463951
-6.780040358,-1.23996156,-0.005978387,-0.088339618,0.055739945,2231.230919,-0.017608769,-0.090625619,0,5.282255044
-6.761741831,-1.359310675,-0.00617864,-0.055480778,0.080673124,2228.629747,-0.017640454,-0.088393951,0,5.262043526
-6.748415873,-1.431912155,-0.006100568,-0.024151932,0.088185917,2227.095151,-0.017672435,-0.086186397,0,5.233072299
-6.747709215,-1.423027602,-0.005885373,-0.002007558,0.068102406,2226.159206,-0.017704599,-0.084063399,0,5.196081376
-6.757467277,-1.357333723,-0.005675809,0.01011929,0.029087704,2225.280547,-0.01773695,-0.081872643,0,5.156447883
-6.769735564,-1.290226949,-0.005540286,0.015635706,-0.008969524,2224.121064,-0.017769487,-0.079617559,0,5.119414518
-6.776681662,-1.265716066,-0.005456275,0.019939418,-0.029253759,2222.612903,-0.017802206,-0.077302976,0,5.087063497
-6.775314998,-1.290337671,-0.005352663,0.026972583,-0.028950544,2220.872496,-0.017835238,-0.075163513,0,5.057996445
-6.768759217,-1.336790654,-0.005172162,0.035280433,-0.019492177,2219.067724,-0.017868395,-0.072994266,0,5.028835818
-6.76341732,-1.368658461,-0.004909225,0.040216753,-0.017004953,2217.319111,-0.017901723,-0.070773251,0,4.99733817
-6.763997916,-1.365956954,-0.004604383,0.038717247,-0.030730616,2215.669022,-0.017935219,-0.068499561,0,4.963323921
-6.770519926,-1.335284417,-0.004309172,0.031624997,-0.057733935,2214.101494,-0.01796897,-0.066301103,0,4.928502217
-6.779001853,-1.300921405,-0.004050981,0.021763355,-0.086397959,2212.579671,-0.018002865,-0.064182,0,4.894632679
-6.784714417,-1.285777831,-0.003819977,0.012227098,-0.105201886,2211.07083,-0.018036916,-0.062016845,0,4.862688403
-6.785414818,-1.296255257,-0.003583296,0.005927187,-0.110344637,2209.553887,-0.018071119,-0.059808537,0,4.832066506
-6.782277578,-1.320536353,-0.003313149,0.003543096,-0.107125832,2208.015562,-0.018105529,-0.05759277,0,4.801429603
-6.778533276,-1.339289358,-0.003007308,0.003145037,-0.105086237,2206.448021,-0.018140097,-0.055563757,0,4.76949885
-6.777070059,-1.339567542,-0.002688953,0.00172757,-0.111135305,2204.850386,-0.018174805,-0.053494561,0,4.736270576
-6.778781356,-1.322360145,-0.002389232,-0.000935211,-0.125466862,2203.23286,-0.018209648,-0.051384854,0,4.702607388
-6.781994444,-1.299878507,-0.002127234,-0.003634548,-0.142199939,2201.6155,-0.018244497,-0.049235291,0,4.669610229
-6.78289368,-1.294782471,-0.001875726,-0.001888661,-0.153443875,2199.335442,-0.018277513,-0.047262814,0,4.938132932
-6.778950272,-1.316950068,-0.001606545,0.001275066,-0.154257509,2197.514974,-0.018303232,-0.045306655,0,4.910061471
-6.772497109,-1.34605768,-0.001308164,0.006145772,-0.148314379,2196.059549,-0.018325498,-0.04331655,0,4.88012661
-6.766739261,-1.362555067,-0.000994294,0.010373302,-0.142789708,2194.726685,-0.018346463,-0.041292267,0,4.847647788
-6.763771213,-1.357606218,-0.000697056,0.012143657,-0.143087034,2193.33894,-0.018367728,-0.039375746,0,4.813569603
-6.763562144,-1.336277138,-0.000447119,0.010248888,-0.149348008,2191.810033,-0.018389245,-0.037551464,0,4.779318373
-6.764598042,-1.3123908,-0.000256749,0.007218375,-0.157054734,2190.154359,-0.018410981,-0.035691785,0,4.746297326
-6.764401952,-1.298741982,-0.000115551,0.004904804,-0.16036443,2188.445955,-0.018432934,-0.033796688,0,4.714952651
-6.761415728,-1.299779866,4.08504E-07,0.004112313,-0.156277609,2186.761056,-0.01845515,-0.031946368,0,4.684810073
-6.756050361,-1.31006375,0.000113043,0.004239639,-0.146511274,2185.1392,-0.018477632,-0.03025509,0,4.654768364
-6.750246446,-1.31913037,0.000230069,0.005216405,-0.135852569,2183.574774,-0.018500322,-0.028527971,0,4.624065207
-6.745600052,-1.318748938,0.000343022,0.005778833,-0.128448181,2182.034738,-0.018523219,-0.026763057,0,4.592536764
-6.742603218,-1.307987667,0.000435782,0.004708697,-0.125257378,2180.485307,-0.018546343,-0.024985163,0,4.560696568
-6.740709923,-1.292659,0.000496733,0.00245787,-0.123991712,2178.911495,-0.018569741,-0.023417856,0,4.529180681
-6.738666216,-1.280553129,0.00052592,0.000571173,-0.120984061,2177.320057,-0.018593337,-0.021809403,0,4.49848685
-6.73523006,-1.276172165,0.000533615,-0.000128256,-0.113716341,2175.729401,-0.018617127,-0.020158731,0,4.468576555
-6.730177275,-1.278350728,0.00053274,-0.000375723,-0.102497808,2174.155182,-0.018641109,-0.018464505,0,4.439020396
-6.724600243,-1.28174828,0.000530925,0.00014193,-0.090080834,2172.601197,-0.01866538,-0.016990474,0,4.409358884
-6.719561209,-1.280797755,0.000526757,0.00094921,-0.079359291,2171.060146,-0.018689831,-0.015487368,0,4.379321726
-6.715448736,-1.273589761,0.000512641,0.001440653,-0.071445661,2169.521118,-0.018714464,-0.013935817,0,4.349094658
-6.711971841,-1.262634657,0.000481588,0.000442439,-0.06532508,2167.978083,-0.018739277,-0.012333697,0,4.319053941
-6.708749167,-1.252594094,0.000432825,-0.000275921,-0.058958062,2166.433227,-0.018764349,-0.010914173,0,4.28952683
-6.704895286,-1.246733639,0.000371959,-0.000188333,-0.050507591,2164.894052,-0.018789602,-0.009493711,0,4.260523358
-6.699983859,-1.245219906,0.000307084,0.000408842,-0.039678003,2163.367129,-0.018815002,-0.008019152,0,4.231855369
-6.694483425,-1.245280055,0.000244013,0.000916313,-0.027912551,2161.853642,-0.018840303,-0.006488563,0,4.203233351
-6.689421727,-1.242383156,0.00018056,0.001438733,-0.017267049,2160.427729,-0.018863342,-0.005113626,0,4.14009855
-6.685169526,-1.234294364,0.000111784,0.001935336,-0.008849336,2158.956317,-0.018883611,-0.003756182,0,4.110939657
-6.681339364,-1.223968565,3.4181E-05,0.001437289,-0.002039478,2157.446063,-0.018903008,-0.002337521,0,4.082167584
-6.677603084,-1.215207422,-5.09301E-05,0.000853474,0.004524362,2155.923883,-0.018922441,-0.000855663,0,4.053976336
-6.673472851,-1.210200577,-0.000137887,0.001033279,0.012086105,2154.412462,-0.018942154,0.000489222,0,4.026285838
-6.668584277,-1.208510693,-0.000220294,0.002104384,0.020945429,2152.925014,-0.018962102,0.001807627,0,3.998852113
-6.663113005,-1.207728459,-0.000294574,0.002599412,0.030201455,2151.461741,-0.018982252,0.003193247,0,3.971423074
-6.657934122,-1.205249815,-0.000361217,0.003503744,0.038361143,2150.013676,-0.019002601,0.004648015,0,3.943886138
-6.653177847,-1.199811465,-0.000423951,0.004629716,0.044779098,2148.570102,-0.019023213,0.005974197,0,3.916302605
-6.648540813,-1.192444391,-0.000486734,0.005425557,0.049892769,2147.124753,-0.019044054,0.007274066,0,3.888879854
-6.643741437,-1.185336756,-0.000550663,0.005786117,0.054631976,2145.678009,-0.019065085,0.008646877,0,3.861779058
-6.638610056,-1.180163224,-0.00061348,0.006823035,0.059772845,2144.234741,-0.019086304,0.010093972,0,3.835038424
-6.632781283,-1.177014342,-0.00067162,0.008713246,0.065624049,2142.800204,-0.019107771,0.011409674,0,3.808547186
