Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle,driver_demands.brake
-0.004121155,47.82509552,5.14858E-05,0.010919198,-66.02820794,-0.442589084,6.70104E-06,0.001115583,-0.019403473,100,0
-0.002269648,47.84225189,1.62338E-05,0.01087551,-66.50637468,-0.4458683,6.73041E-06,-0.00085151,-0.019895549,100,0
-0.000413523,47.85939863,-1.91739E-05,0.010830347,-66.98471302,-0.449150252,6.75979E-06,-0.002818056,-0.020379275,100,0
0.001442706,47.87653577,-5.46774E-05,0.010783809,-67.46322288,-0.452434938,6.78919E-06,-0.004783223,-0.020855662,100,0
0.003294671,47.89366334,-9.02179E-05,0.010735992,-67.94190416,-0.455722354,6.81859E-06,-0.006746185,-0.021325678,100,0
0.005138176,47.91078134,-0.000125738,0.010686992,-68.42075676,-0.459012506,6.84801E-06,-0.008706106,-0.021790246,100,0
0.006969215,47.92788978,-0.000161182,0.010636901,-68.89978059,-0.462305403,6.87743E-06,-0.010662157,-0.022250233,100,0
0.008783994,47.94498865,-0.000196498,0.01058581,-69.37897555,-0.465601053,6.90687E-06,-0.012613516,-0.022706451,100,0
0.010578948,47.96207796,-0.000231636,0.010533805,-69.85834155,-0.468899463,6.94015E-06,-0.014559372,-0.023159646,100,0
0.012350755,47.97915769,-0.000266547,0.010480969,-70.3378785,-0.472200643,7.03771E-06,-0.01649892,-0.023610499,100,0
0.014096348,47.99622784,-0.000301187,0.01042738,-70.8175863,-0.475504616,7.16923E-06,-0.018431356,-0.024059622,100,0
0.015812924,48.01328839,-0.000335516,0.010373112,-71.29746486,-0.478811412,7.30081E-06,-0.020355882,-0.024507547,100,0
0.017497954,48.03033935,-0.000369493,0.010318235,-71.77751408,-0.482121064,7.43243E-06,-0.022271711,-0.024954651,100,0
0.019149189,48.04738073,-0.000403084,0.010262813,-72.25773387,-0.485433602,7.5641E-06,-0.024178073,-0.025401175,100,0
0.020764662,48.06441251,-0.000436257,0.010206907,-72.7381241,-0.488749077,7.69581E-06,-0.026074193,-0.02584728,100,0
0.022342689,48.0814347,-0.00046898,0.01015057,-73.21868475,-0.492067521,7.82758E-06,-0.027959334,-0.026293056,100,0
0.023881868,48.0984473,-0.000501227,0.010093853,-73.69941569,-0.495388947,7.95939E-06,-0.029832795,-0.026738513,100,0
0.025381075,48.11545031,-0.000532973,0.010036799,-74.18031682,-0.498713387,8.09124E-06,-0.031693871,-0.027183599,100,0
0.026839457,48.13244374,-0.000564196,0.009979447,-74.66138806,-0.502040872,8.22314E-06,-0.033541878,-0.027628198,100,0
0.028256423,48.14942758,-0.000594877,0.009921833,-75.14262931,-0.505371434,8.19381E-06,-0.035376152,-0.028072124,100,0
0.029631631,48.16640184,-0.000624998,0.009863985,-75.62404048,-0.508705062,7.86094E-06,-0.037196084,-0.028515132,100,0
0.030964978,48.18336365,-0.000654545,0.009805928,-76.10562145,-0.512041686,7.50999E-06,-0.039001149,-0.02895692,99.74420326,0
0.032256584,48.20029161,-0.000683505,0.009747682,-76.58737212,-0.515381226,7.15891E-06,-0.040790846,-0.029397177,99.80440351,0
0.033506756,48.21718367,-0.000711867,0.009689265,-77.06929224,-0.518723602,6.80771E-06,-0.042564693,-0.029835628,99.86764793,0
0.034715993,48.23405936,-0.000739624,0.00963069,-77.55138142,-0.52206873,6.45638E-06,-0.044322225,-0.030271946,99.92782479,0
0.035885,48.25093752,-0.000766769,0.009571965,-78.03363943,-0.525416531,6.10493E-06,-0.046062994,-0.030705719,99.98693481,0
0.037014675,48.26782832,-0.000793301,0.009513093,-78.51606622,-0.528766923,5.75336E-06,-0.047786573,-0.031136477,100,0
0.038106084,48.28473012,-0.000819216,0.009454077,-78.9986619,-0.532119828,5.40167E-06,-0.049492551,-0.031563718,100,0
0.039160422,48.30163418,-0.000844516,0.009394914,-79.48142656,-0.535475186,5.04985E-06,-0.051180514,-0.031986932,100,0
0.040178982,48.31853192,-0.000869204,0.0093356,-79.96436038,-0.538832896,4.73165E-06,-0.052850108,-0.032405613,100,0
0.041163139,48.33541822,-0.000893284,0.009276128,-80.44746328,-0.542192891,4.7729E-06,-0.054500953,-0.032819245,100,0
0.042114333,48.352287,-0.000916763,0.009216491,-80.93073518,-0.545555175,4.88163E-06,-0.056132615,-0.033227303,99.60797849,0
0.043034057,48.3691056,-0.000939648,0.009156679,-81.41417591,-0.548919774,4.9904E-06,-0.057744648,-0.03362925,99.6694037,0
0.043923798,48.38586905,-0.000961949,0.009096684,-81.89778508,-0.552286711,5.0992E-06,-0.05933662,-0.03402461,99.73340859,0
0.044784864,48.40260425,-0.00098363,0.009036495,-82.38156213,-0.555656008,5.20804E-06,-0.060908107,-0.034412898,99.79306469,0
0.045618821,48.4193387,-0.00100472,0.008976101,-82.86550664,-0.55902769,5.31692E-06,-0.062458706,-0.034793587,99.85115902,0
0.046427378,48.43608782,-0.001025237,0.008915487,-83.34961851,-0.562401783,5.42584E-06,-0.063988014,-0.035165943,99.90920363,0
0.047212278,48.45285604,-0.001045184,0.008854638,-83.83389786,-0.565778314,5.5348E-06,-0.065495644,-0.03552933,99.9678634,0
0.047975222,48.46964095,-0.001064567,0.008793538,-84.31834488,-0.569157311,5.64379E-06,-0.066981226,-0.035883178,100,0
0.048717836,48.48643535,-0.001083398,0.008732173,-84.80295979,-0.572538803,5.75376E-06,-0.068444396,-0.036226968,100,0
0.04944165,48.50322549,-0.001101698,0.008670529,-85.28774271,-0.575922819,5.8921E-06,-0.069884796,-0.036560231,99.68444042,0
0.050148096,48.51997644,-0.001119492,0.008608596,-85.77269366,-0.579309391,6.05207E-06,-0.071302064,-0.036882543,99.7449329,0
0.050838474,48.53668015,-0.001136807,0.008546367,-86.25781237,-0.582698558,6.21209E-06,-0.07269584,-0.037193565,99.80827523,0
0.051513984,48.55335814,-0.001153669,0.008483834,-86.74309826,-0.586090361,6.37217E-06,-0.074065758,-0.037492896,99.86783874,0
0.052175775,48.57003349,-0.001170103,0.008420993,-87.22855118,-0.589484847,6.5323E-06,-0.075411455,-0.037780057,99.92590369,0
0.05282495,48.58672046,-0.00118613,0.008357837,-87.71417092,-0.592882039,6.69249E-06,-0.076732605,-0.038054557,99.98377107,0
0.053462551,48.60342363,-0.001201766,0.008294362,-88.19995755,-0.596281977,6.85274E-06,-0.078028872,-0.038315927,100,0
0.054089525,48.62013783,-0.001217027,0.008230565,-88.68591124,-0.599684702,7.01303E-06,-0.079299927,-0.038563757,100,0
