Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,Vehicle_States.side_slip,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
9.3949E-05,41.40004438,-4.16185E-06,-2.24334E-06,2.2693E-06,-44.21195328,0,0,-1.68195E-05,1.58812E-05
9.41387E-05,41.4197236,-4.16909E-06,-2.2595E-06,2.2728E-06,-44.62587328,0,0,-1.68385E-05,1.59533E-05
9.42351E-05,41.43939841,-4.17529E-06,-2.27356E-06,2.27405E-06,-45.03998996,0,0,-1.68489E-05,1.59956E-05
9.42414E-05,41.45906879,-4.18048E-06,-2.28553E-06,2.27312E-06,-45.45430331,0,0,-1.68505E-05,1.60095E-05
9.41606E-05,41.47873474,-4.18465E-06,-2.29546E-06,2.27009E-06,-45.86881331,0,0,-1.68435E-05,1.59958E-05
9.39965E-05,41.49839624,-4.18768E-06,-2.30338E-06,2.26507E-06,-46.28351993,0,0,-1.68278E-05,1.59561E-05
9.37534E-05,41.5180533,-4.18955E-06,-2.30937E-06,2.25814E-06,-46.69842315,0,0,-1.68035E-05,1.58918E-05
9.3436E-05,41.5377059,-4.19028E-06,-2.31349E-06,2.24943E-06,-47.11352294,0,0,-1.67708E-05,1.58046E-05
9.30493E-05,41.55735402,-4.18987E-06,-2.31583E-06,2.23906E-06,-47.52881929,0,0,-1.67297E-05,1.56963E-05
9.25986E-05,41.57699767,-4.18828E-06,-2.31649E-06,2.22716E-06,-47.94431215,0,0,-1.66806E-05,1.5569E-05
9.20895E-05,41.59663682,-4.18543E-06,-2.31559E-06,2.21387E-06,-48.3600015,0,0,-1.66236E-05,1.54247E-05
9.15281E-05,41.61627148,-4.18127E-06,-2.31322E-06,2.19933E-06,-48.7758873,0,0,-1.6559E-05,1.52657E-05
9.09205E-05,41.63590163,-4.17581E-06,-2.30953E-06,2.18371E-06,-49.19196953,0,0,-1.64871E-05,1.5094E-05
