Vehicle_States.lateral_acc_wrt_road,Vehicle_States.longitudinal_acc_wrt_road,Vehicle_States.pitch_angular_acc_wrt_road,Vehicle_States.roll_angular_acc_wrt_road,Vehicle_States.yaw_angular_acc_wrt_road,engine.engine_rpm,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance
-4.540060807,1.604483555,0.053491293,0.284197628,0.700163424,5043.907718,-4.44982E-05,-0.793710534
-4.536277659,1.60742444,0.046842497,0.25738475,0.705194615,5045.060423,-4.52242E-05,-0.80437372
-4.528225971,1.609901944,0.041086573,0.232509335,0.707812828,5046.358377,-4.59505E-05,-0.81447804
-4.515906028,1.612979868,0.035536857,0.210777482,0.707843323,5047.678321,-4.6677E-05,-0.824022466
-4.499392398,1.616544937,0.030082159,0.192978267,0.705256643,5048.960986,-4.74037E-05,-0.833006871
-4.47878257,1.620433356,0.02474776,0.179248208,0.700111629,5050.175986,-4.81306E-05,-0.841432088
-4.454182726,1.624226198,0.019961132,0.169562661,0.692508111,5051.221997,-4.88578E-05,-0.849299934
-4.425690979,1.627150415,0.015638554,0.163659587,0.682582942,5052.075508,-4.95852E-05,-0.856613191
-4.393374116,1.628922644,0.011837626,0.161136939,0.67041965,5052.795008,-5.03128E-05,-0.863375505
-4.357284904,1.629709568,0.008586794,0.161507948,0.656045389,5053.436125,-5.10406E-05,-0.869591448
-4.317481741,1.629802017,0.005799976,0.164161241,0.639469401,5054.034854,-5.24025E-05,-0.875266459
-4.274066439,1.62953026,0.003398065,0.168350781,0.620772118,5054.610649,-5.45294E-05,-0.880406967
-4.227046146,1.62905319,0.001349647,0.173257777,0.599930853,5055.168452,-5.66659E-05,-0.88502039
-4.176513332,1.628397256,-0.000446898,0.178523735,0.577007409,5055.711875,-5.8803E-05,-0.88911493
-4.122455106,1.627590718,-0.002031235,0.18385664,0.552188567,5056.24411,-6.09408E-05,-0.892699544
-4.064830725,1.626642253,-0.003403672,0.188648101,0.525687001,5056.768384,-6.30792E-05,-0.895783911
-4.003699821,1.625549477,-0.00454781,0.192395173,0.497669052,5057.288727,-6.52182E-05,-0.898378395
-3.939200166,1.624304718,-0.00545105,0.194666406,0.468262779,5057.810225,-6.73579E-05,-0.900494
-3.871516158,1.622899653,-0.006116341,0.19511952,0.437578623,5058.338891,-6.94983E-05,-0.902142317
-3.800859474,1.62133028,-0.006549801,0.19349056,0.405723932,5058.881296,-7.16393E-05,-0.903335485
-3.727459854,1.619600347,-0.006770056,0.189636687,0.372812395,5059.444113,-7.36139E-05,-0.904086138
-3.651559851,1.617722112,-0.006805348,0.183521722,0.338970029,5060.033706,-7.53484E-05,-0.90440732
-3.573412011,1.615714384,-0.006688846,0.175203751,0.304339721,5060.655837,-7.70763E-05,-0.904312426
-3.493276761,1.613599121,-0.006454873,0.164821045,0.269083891,5061.315522,-7.88046E-05,-0.903815205
-3.411420635,1.611398459,-0.006136434,0.152575367,0.233385412,5062.016984,-8.05336E-05,-0.902929713
-3.328115183,1.60913315,-0.005763911,0.138712976,0.197447005,5062.76369,-8.2263E-05,-0.901670266
-3.243636139,1.606822383,-0.005364571,0.123505914,0.161489005,5063.558391,-8.39929E-05,-0.900051379
-3.158743331,1.604448135,-0.004975661,0.106783582,0.125563152,5064.403161,-8.57234E-05,-0.898087718
-3.075655495,1.60223049,-0.004766425,0.08667877,0.088354381,5065.296636,-8.74544E-05,-0.895794032
-2.99283279,1.60006031,-0.00459953,0.06523807,0.050720832,5066.233533,-8.9186E-05,-0.893185065
-2.910003622,1.597791636,-0.004487852,0.043920532,0.013720271,5067.216604,-9.10098E-05,-0.890275543
-2.827348728,1.595432583,-0.004451754,0.023272211,-0.022105125,5068.250794,-9.29785E-05,-0.887080208
-2.745165442,1.593061953,-0.004509328,0.003554057,-0.056401701,5069.339101,-9.49532E-05,-0.883613719
-2.663763715,1.59075637,-0.004934735,-0.015913658,-0.088898927,5070.481647,-9.69285E-05,-0.879890533
-2.583476571,1.588556737,-0.00504363,-0.032807887,-0.119332873,5071.67616,-9.89044E-05,-0.87592481
-2.504575431,1.586467583,-0.005317914,-0.049444013,-0.147511251,5072.9189,-0.000100881,-0.871730331
-2.427333194,1.584489342,-0.005686602,-0.065145353,-0.17323367,5074.205681,-0.000102858,-0.867320447
-2.3519947,1.582622779,-0.006092772,-0.079874653,-0.196344675,5075.532366,-0.000104836,-0.862707993
-2.278781673,1.580868063,-0.006498916,-0.093670791,-0.216727867,5076.895111,-0.000106814,-0.85790523
-2.207890305,1.579222357,-0.006885122,-0.106575928,-0.234302101,5078.290386,-0.000108793,-0.852923798
-2.1394876,1.57767737,-0.007243178,-0.118625103,-0.249018052,5079.714891,-0.000111129,-0.847774675
-2.073710411,1.576232241,-0.007577816,-0.129775112,-0.260857837,5081.165487,-0.00011402,-0.842468232
-2.010675078,1.574879598,-0.007894434,-0.140154619,-0.269838367,5082.639084,-0.000116932,-0.837014242
-1.950569379,1.573612822,-0.008192442,-0.149841055,-0.276065912,5084.132741,-0.000119845,-0.83142175
-1.893579432,1.572426506,-0.008469884,-0.158781741,-0.279684999,5085.643729,-0.000122759,-0.825699054
-1.839790751,1.571314199,-0.00872405,-0.166842471,-0.280814938,5087.169565,-0.000125673,-0.819853699
-1.789208099,1.570268506,-0.008951196,-0.173824417,-0.279556545,5088.708008,-0.000128588,-0.813892485
-1.741782964,1.569282686,-0.009146886,-0.179498244,-0.276006281,5090.257043,-0.000131505,-0.807821486
-1.697430398,1.56835144,-0.009306529,-0.183636664,-0.270263623,5091.814861,-0.000134422,-0.80164607
-1.656038518,1.567470601,-0.009425684,-0.186041413,-0.262434033,5093.379831,-0.00013734,-0.795370926
-1.617475098,1.566636414,-0.009500196,-0.186565363,-0.252630302,5094.950489,-0.000140426,-0.789000096
-1.581593848,1.565845009,-0.009525553,-0.18507571,-0.240972152,5096.525518,-0.000143746,-0.782537055
-1.548238787,1.565092453,-0.009498658,-0.181641607,-0.227593593,5098.103733,-0.000147073,-0.775984753
-1.517248557,1.564375006,-0.009417689,-0.176306525,-0.212635972,5099.684059,-0.000150401,-0.769345608
-1.488459287,1.563688801,-0.00928024,-0.169196388,-0.19625101,5101.265523,-0.00015373,-0.762621536
-1.461707452,1.563030005,-0.009084822,-0.160510497,-0.178600937,5102.847249,-0.000157059,-0.755813995
-1.436831065,1.562394796,-0.008831342,-0.150497048,-0.159857362,5104.428449,-0.00016039,-0.748924019
-1.413670404,1.561779286,-0.008521139,-0.139433316,-0.140199893,5106.008426,-0.000163722,-0.741952264
-1.392067846,1.561179517,-0.008156893,-0.127606887,-0.119814056,5107.586568,-0.000167055,-0.734899041
-1.371867501,1.560591489,-0.007742558,-0.115299092,-0.098888889,5109.162346,-0.000170389,-0.727764364
-1.35291399,1.560011266,-0.007283311,-0.102770657,-0.07761388,5110.735318,-0.000173919,-0.720548009
-1.335052031,1.55943509,-0.006785458,-0.090253992,-0.056176381,5112.305119,-0.000177676,-0.713249708
-1.318126861,1.55885951,-0.006256246,-0.07794486,-0.034759416,5113.871461,-0.000181433,-0.705868773
-1.301984332,1.558281481,-0.005703603,-0.065999342,-0.013539387,5115.434118,-0.000185192,-0.698404538
-1.286471541,1.557698423,-0.005135826,-0.054534704,0.007315798,5116.992915,-0.000188952,-0.69085625
-1.271438469,1.55710823,-0.004561242,-0.043631219,0.027647856,5118.547709,-0.000192713,-0.683223105
-1.256738738,1.556509247,-0.003987872,-0.033335174,0.047309603,5120.09838,-0.000196475,-0.675504296
-1.242230112,1.555900194,-0.003423168,-0.023666841,0.066166288,5121.644819,-0.000200238,-0.667699047
-1.227776779,1.555280073,-0.002873782,-0.01462592,0.084095646,5123.186922,-0.000204002,-0.659806659
-1.21325072,1.554648085,-0.002345427,-0.006198856,0.100988159,5124.724592,-0.000207779,-0.65182654
-1.198533175,1.554003531,-0.001842787,0.001633725,0.116746988,5126.257737,-0.000212041,-0.643758256
-1.18351568,1.553345756,-0.001369497,0.00889448,0.131288001,5127.78628,-0.00021671,-0.635601662
-1.168100556,1.552674092,-0.00092817,0.015604096,0.144539806,5129.310163,-0.00022138,-0.627356922
-1.152201294,1.551987841,-0.00052047,0.021777755,0.156443629,5130.82936,-0.000226051,-0.619024435
-1.13627653,1.31338557,0.274919567,0.026506439,0.168202942,5063.432573,-0.000230724,-0.610604856
-1.117397802,0.543605056,0.287277235,0.028434416,0.187220727,5013.413858,-0.000235398,-0.60209926
-1.093748311,-0.096491091,0.371698814,0.034359425,0.205211412,5011.699289,-0.000240074,-0.593509197
-1.07010813,-0.329079772,0.400083925,0.043077657,0.218018444,5028.860152,-0.000244749,-0.584836493
-1.047266427,-0.274660659,0.349453647,0.051714196,0.223575325,5045.202783,-0.000249425,-0.576083308
-1.024549154,-0.137757993,0.259935939,0.061100477,0.222610915,5053.647316,-0.000254126,-0.567251843
-0.976350935,-2.822601053,1.551942086,0.084404675,0.241140759,4852.527765,-0.000259387,-0.558344786
-0.881403905,-7.435989199,2.00108116,0.21142773,0.321945068,4751.995605,-0.00026495,-0.549367472
-0.823449468,-9.355062315,2.027296879,0.217862653,0.336011975,4732.576293,-0.00027051,-0.540330102
-0.792512459,-9.940050216,1.771530957,0.223479934,0.301280935,4722.930497,-0.000276061,-0.531243532
-0.769946488,-10.10140198,1.418769873,0.178432116,0.245327519,4707.920137,-0.000281601,-0.522117464
-0.751413208,-10.14273592,0.969607938,0.14467107,0.181654102,4687.126902,-0.000287129,-0.512963491
-0.734441147,-10.17762094,0.661338236,0.143777217,0.11491095,4663.401898,-0.000292646,-0.503793442
-0.717088067,-10.18986622,0.42363325,0.092816989,0.048046254,4639.256541,-0.000298152,-0.494620133
-0.699168897,-10.15363445,0.209121472,0.030192601,-0.015020083,4615.808803,-0.000303647,-0.485457294
-0.679354181,-10.06269271,0.015308885,-0.013530878,-0.069184029,4593.58213,-0.000309169,-0.476317572
-0.656009625,-9.938502084,-0.154910417,-0.042855412,-0.104103378,4571.665482,-0.000315331,-0.467212773
-0.629378524,-9.819659611,-0.307340275,-0.065688111,-0.108744517,4551.210212,-0.000321754,-0.458153601
-0.602026135,-9.730869627,-0.43649064,-0.090854188,-0.083271016,4531.906914,-0.000328164,-0.449147919
-0.576897841,-9.683102361,-0.542642664,-0.122513485,-0.041726361,4513.499976,-0.000334561,-0.4401989
-0.55603955,-9.673869636,-0.624671541,-0.152532737,-0.004185316,4495.932161,-0.000340947,-0.431304985
-0.539433605,-9.692582978,-0.686185789,-0.182052785,0.016119467,4479.27492,-0.000347319,-0.42246201
-0.525812717,-9.722951156,-0.727319439,-0.195749136,0.017072896,4463.640926,-0.00035368,-0.413666467
-0.51347583,-9.748339943,-0.751684983,-0.190719629,0.005040315,4449.159401,-0.000360028,-0.404917378
-0.501036932,-9.759304985,-0.76176152,-0.183876297,-0.01013776,4435.938806,-0.000366364,-0.39621702
-0.488539093,-9.755871184,-0.761151517,-0.167738319,-0.021009822,4424.102113,-0.000372741,-0.387569904
-0.475997986,-9.750160243,-0.744110634,-0.148769545,-0.023518358,4412.959056,-0.000380366,-0.378981079
-0.464003794,-9.752139459,-0.721476189,-0.121857611,-0.01787664,4403.488996,-0.000388811,-0.370455127
-0.453284335,-9.757588974,-0.691531337,-0.095675084,-0.007163336,4395.615866,-0.00039724,-0.361995526
-0.444153567,-9.762149303,-0.657134097,-0.069408807,0.004556398,4389.181368,-0.000405653,-0.353604432
-0.436546366,-9.762373458,-0.621607851,-0.043664548,0.014058927,4383.991585,-0.000414049,-0.345283052
-0.430157768,-9.756578361,-0.588121626,-0.019212625,0.019787786,4379.783143,-0.000422429,-0.337033046
-0.424163914,-9.744640626,-0.556418976,-0.009103648,0.022204231,4376.237401,-0.000430791,-0.328855845
-0.419847781,-9.726460322,-0.523893185,0.015421993,0.02079757,4373.008479,-0.000439137,-0.320752008
-0.415219414,-9.701992144,-0.496577442,0.027197241,0.018114006,4369.767707,-0.000447466,-0.312723443
-0.410664695,-9.672764617,-0.471673961,0.034873144,0.014772804,4366.261927,-0.000455779,-0.304772421
-0.406119923,-9.643850099,-0.44639607,0.036996952,0.011589985,4361.973605,-0.000464331,-0.296901317
-0.401709183,-9.618987474,-0.422779069,0.03412462,0.008841894,4357.357561,-0.00047331,-0.289112544
-0.397585278,-9.595355195,-0.3989225,0.027129197,0.006346267,4352.475241,-0.000482295,-0.281408442
-0.393796602,-9.57138329,-0.37376889,0.017405343,0.003880277,4347.426375,-0.000491262,-0.273791168
-0.390311559,-9.54645855,-0.347072287,0.006605623,0.001314389,4342.32788,-0.000500212,-0.266262707
-0.38700786,-9.520935573,-0.318672645,-0.004915263,-0.001290713,4337.259701,-0.000509143,-0.258824936
-0.383872273,-9.495704211,-0.288566922,-0.015793669,-0.003867748,4332.258189,-0.000518057,-0.251479798
-0.380906964,-9.471524962,-0.257292906,-0.025407741,-0.00630994,4327.32665,-0.000526953,-0.244232478
-0.378143544,-9.448602698,-0.225612628,-0.033256103,-0.008545519,4322.44914,-0.000535831,-0.237081416
-0.375659383,-9.426551798,-0.194097221,-0.039488848,-0.010563358,4317.600996,-0.000544692,-0.23002831
-0.373558468,-9.404623174,-0.163138134,-0.043954754,-0.012441392,4312.753557,-0.000553722,-0.223074812
-0.371892525,-9.380642482,-0.13422295,-0.046824373,-0.014296742,4308.057966,-0.000564777,-0.216222595
-0.370705851,-9.353477499,-0.105891538,-0.048008923,-0.016264557,4303.258402,-0.0005766,-0.209473651
-0.370031893,-9.325278152,-0.078482981,-0.047630298,-0.018432954,4298.336159,-0.0005884,-0.202830121
-0.369908818,-9.297520571,-0.052089502,-0.045954662,-0.020888267,4293.278463,-0.000600176,-0.196294131
-0.370363131,-9.271033757,-0.026765424,-0.043676917,-0.023676818,4288.065795,-0.000611929,-0.189873164
-0.37148783,-9.245939866,-0.002907594,-0.040606052,-0.026869511,4282.685423,-0.000623658,-0.183564267
-0.373304097,-9.221896601,0.019293826,-0.037327349,-0.030453951,4277.131811,-0.000635364,-0.177369518
-0.375827172,-9.198399564,0.039685023,-0.034187809,-0.034397604,4271.405078,-0.000647046,-0.171290978
-0.379091564,-9.17502675,0.058142958,-0.031397945,-0.038668959,4265.50939,-0.000658706,-0.165330683
-0.383108318,-9.15156608,0.074590506,-0.029102048,-0.043216007,4259.451582,-0.000670342,-0.159490626
-0.387931862,-9.124108574,0.086053645,-0.027531467,-0.048033967,4253.717538,-0.000682108,-0.153775614
-0.393569821,-9.090958748,0.096951451,-0.026675591,-0.053070418,4247.70961,-0.0006947,-0.148189146
-0.399942923,-9.058166756,0.106725247,-0.026437565,-0.05814482,4241.472643,-0.000707348,-0.142729185
-0.40705318,-9.028938166,0.115449771,-0.026836105,-0.06319537,4235.063808,-0.000719971,-0.137397647
-0.414967332,-9.004285141,0.122917378,-0.027834844,-0.068237489,4228.504424,-0.000732569,-0.132196344
-0.423727108,-8.983458461,0.128878221,-0.029367312,-0.073309358,4221.812982,-0.000745142,-0.127126971
-0.433365008,-8.964771898,0.133122956,-0.031355463,-0.078456479,4215.007199,-0.000757692,-0.122197001
-0.44391094,-8.94649391,0.135527893,-0.033627712,-0.083704118,4208.103485,-0.000770215,-0.117405339
-0.455351951,-8.92745767,0.136082712,-0.036047241,-0.08901523,4201.116623,-0.000782714,-0.112750515
-0.467684807,-8.907264449,0.134887433,-0.038483428,-0.094324752,4194.059635,-0.000795188,-0.108233787
-0.480905885,-8.886154199,0.132123329,-0.040791822,-0.099551671,4186.943925,-0.000807639,-0.103856303
-0.49530981,-8.852882528,0.119408065,-0.044713076,-0.104922459,4181.131216,-0.000820737,-0.09962443
-0.511693367,-8.802521185,0.109699932,-0.049183954,-0.110887289,4174.872603,-0.000836648,-0.095539456
-0.529534761,-8.753334439,0.101579908,-0.0531771,-0.116783189,4168.2824,-0.000852789,-0.091597778
-0.548354478,-8.714969524,0.095323664,-0.056499377,-0.122182993,4161.520104,-0.000868899,-0.087800699
-0.568091543,-8.690015708,0.089899434,-0.059931476,-0.127068173,4154.632973,-0.000884977,-0.084149349
-0.588748515,-8.675514317,0.085296961,-0.061152439,-0.131696899,4147.651138,-0.000901025,-0.080654395
-0.61044356,-8.665555792,0.080048315,-0.06230763,-0.136330436,4140.595805,-0.00091704,-0.077310225
-0.633197826,-8.65470539,0.073741128,-0.062769116,-0.14109683,4133.484215,-0.000933025,-0.074114814
-0.657047985,-8.63977855,0.067003814,-0.060206582,-0.146009634,4126.332404,-0.000948978,-0.071068677
-0.681656344,-8.620107439,0.058291512,-0.061085062,-0.150649091,4119.153306,-0.000964901,-0.068177657
-0.707156651,-8.597198225,0.048856804,-0.06043778,-0.154977664,4111.956797,-0.000980793,-0.065445955
-0.733641761,-8.573509798,0.040434375,-0.056978792,-0.158932721,4104.749797,-0.000996992,-0.062865156
-0.761451224,-8.529246218,0.017334344,-0.055800458,-0.162867787,4099.794773,-0.001015132,-0.060435339
-0.790470676,-8.45566036,0.001772933,-0.054325475,-0.166838156,4094.103255,-0.001033798,-0.058160761
-0.819877644,-8.386405573,-0.008789585,-0.052217267,-0.16953829,4087.866667,-0.001052427,-0.056050157
-0.849622307,-8.338892605,-0.0139077,-0.049861795,-0.170708458,4081.374867,-0.00107102,-0.054091724
-0.880117811,-8.316274299,-0.014993274,-0.047789252,-0.170849413,4074.721098,-0.001089579,-0.052285151
-0.911772411,-8.310621269,-0.014089592,-0.046415084,-0.170833663,4067.956944,-0.001108102,-0.050636045
-0.94483351,-8.309793105,-0.013087134,-0.045791991,-0.171440447,4061.112326,-0.00112659,-0.049149955
-0.979271131,-8.304012062,-0.013189418,-0.045715871,-0.172941969,4054.204119,-0.001145042,-0.047814152
-1.014856181,-8.289053832,-0.014728377,-0.045889898,-0.175049033,4047.243934,-0.00116346,-0.04662753
-1.051332567,-8.266002427,-0.01732257,-0.046051893,-0.177146761,4040.241689,-0.001181842,-0.045601514
-1.088485557,-8.239016766,-0.020227407,-0.046180255,-0.178597705,4033.206809,-0.00120023,-0.044730932
-1.127355353,-8.179505256,-0.043941953,-0.048508286,-0.180301817,4029.337141,-0.001220367,-0.044006826
-1.167608828,-8.076391098,-0.057238678,-0.049656963,-0.18234923,4024.333158,-0.001242311,-0.043429073
-1.207547825,-7.983482143,-0.063036289,-0.04957969,-0.181900565,4018.481985,-0.001264231,-0.043017044
-1.247122164,-7.927881932,-0.06045266,-0.048735056,-0.178464299,4012.243926,-0.001286111,-0.042748884
-1.287165844,-7.911622391,-0.051930625,-0.047910048,-0.173418479,4005.784139,-0.00130795,-0.042622876
-1.328556866,-7.91861804,-0.041138878,-0.047558627,-0.168947111,3999.186756,-0.00132975,-0.042652427
-1.371704715,-7.928228737,-0.0313145,-0.047740696,-0.166669966,3992.490388,-0.001351509,-0.04282976
-1.416478381,-7.926325846,-0.023880582,-0.047617326,-0.166871805,3985.709711,-0.001373228,-0.04314332
-1.46229644,-7.909072817,-0.019983045,-0.047813277,-0.168570009,3978.853806,-0.001394907,-0.043599434
-1.508714639,-7.880980047,-0.01793286,-0.046928898,-0.170351868,3971.933578,-0.001416545,-0.044206322
-1.555372093,-7.849960949,-0.016496081,-0.045645284,-0.170929625,3964.962829,-0.001438143,-0.044944088
-1.602296282,-7.822697386,-0.014645449,-0.044132119,-0.169880025,3957.956184,-0.001459915,-0.045814234
-1.651800416,-7.752959583,-0.041460835,-0.046603658,-0.169995147,3955.361493,-0.00148539,-0.046836837
-1.703476779,-7.620209904,-0.055110694,-0.048083302,-0.172501283,3951.085777,-0.001511832,-0.047984935
-1.753816516,-7.502108312,-0.05905393,-0.047088302,-0.171746336,3945.546324,-0.00153823,-0.04925731
-1.802504259,-7.437669167,-0.051639454,-0.044261353,-0.166078629,3939.455277,-0.001564579,-0.050682321
-1.850887372,-7.428135091,-0.036478652,-0.041165078,-0.157609396,3933.09108,-0.001590882,-0.052227606
-1.900581324,-7.448312285,-0.01913882,-0.038697426,-0.150358932,3926.58594,-0.001617139,-0.053890641
-1.952328978,-7.468337866,-0.004319074,-0.037017369,-0.147343485,3919.986382,-0.001643349,-0.055701496
-2.005874845,-7.469982298,0.00570518,-0.035538097,-0.149022232,3913.298785,-0.001669513,-0.057624105
-2.060283747,-7.450626768,0.011108507,-0.033663203,-0.153496014,3906.52492,-0.001695631,-0.059658613
-2.114657008,-7.418595249,0.013594833,-0.031019059,-0.157926543,3899.676055,-0.0017217,-0.061833766
-2.168511424,-7.385491998,0.015229024,-0.027811499,-0.160088306,3892.772136,-0.001747722,-0.06411465
-2.221968889,-7.359574236,0.017459244,-0.024496479,-0.159461669,3885.835234,-0.001774132,-0.066507894
-2.279273566,-7.274810698,-0.018605233,-0.028164717,-0.161236751,3884.745704,-0.001804414,-0.069033537
-2.339923445,-7.102243766,-0.038454811,-0.031286142,-0.167927093,3881.321391,-0.001835427,-0.071659311
-2.397572081,-6.951395626,-0.045463253,-0.030586711,-0.16911552,3876.134255,-0.00186639,-0.074401178
-2.451322117,-6.877392484,-0.036713097,-0.026632144,-0.161293399,3870.215073,-0.001897297,-0.077263905
-2.503485181,-6.879110373,-0.017401972,-0.021934499,-0.148324145,3863.995232,-0.001928154,-0.080221199
-2.556927257,-6.91755843,0.00422826,-0.018097772,-0.137699061,3857.668317,-0.001958962,-0.083301168
-2.613033597,-6.950326386,0.021518544,-0.015531897,-0.134787597,3851.283223,-0.001989716,-0.086482665
-2.67139193,-6.954812611,0.031690305,-0.01347025,-0.140005292,3844.825396,-0.002020421,-0.08974954
-2.73083534,-6.931362402,0.035567888,-0.011489559,-0.149802567,3838.279707,-0.002051071,-0.093144857
-2.792182372,-6.893943847,0.035914462,-0.012152581,-0.160625382,3831.653737,-0.002081668,-0.096621014
-2.853205393,-6.859399347,0.035744758,-0.01206124,-0.167675929,3824.973023,-0.002112216,-0.100196769
-2.912221769,-6.837436826,0.036825562,-0.011415862,-0.169191902,3818.267377,-0.002143041,-0.10388177
-2.976651518,-6.732123922,-0.014274843,-0.022925697,-0.174075595,3819.447428,-0.002176446,-0.107643706
