Gyro.gyro_X,Gyro.gyro_Y,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,Vehicle_States.side_slip,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
-1.156026815,2.62738E-05,4.23682E-07,10,-4.98719E-06,-4.7E-11,4.2368E-08,0,0,0,0,0,0
-1.05601573,2.62763E-05,1.04165E-06,10.00169493,-4.98339E-06,-1.996E-09,1.04147E-07,-2.867123451,0,0,-1.93139E-06,-3.1E-11,8.13741E-06
-0.956011038,2.62876E-05,2.27562E-06,9.998214342,-4.96864E-06,-1.1406E-08,2.27603E-07,-2.767111434,0,0,-1.9398E-06,-3.6374E-08,0.010025032
-0.856067854,2.63127E-05,4.09339E-06,9.989797769,-4.93649E-06,-3.3163E-08,4.09757E-07,-2.667112474,0,0,-1.9737E-06,-2.13692E-07,0.065192718
-0.756222331,2.63553E-05,6.33292E-06,9.979199138,-4.88292E-06,-7.0946E-08,6.34612E-07,-2.56718272,0,0,-2.04784E-06,-5.39708E-07,0.198057667
-0.656481437,2.64172E-05,8.84265E-06,9.969275882,-4.80942E-06,-1.27341E-07,8.8699E-07,-2.467357361,0,0,-2.17258E-06,-8.85483E-07,0.433245705
-0.556829745,2.64986E-05,1.15146E-05,9.961429558,-4.72287E-06,-2.03925E-07,1.15592E-06,-2.367640652,0,0,-2.35328E-06,-9.9978E-07,0.783235763
-0.457247029,2.65987E-05,1.42709E-05,9.955322684,-4.63188E-06,-3.00785E-07,1.43349E-06,-2.268014837,0,0,-2.59098E-06,-5.58583E-07,1.246578523
-0.357720973,2.6716E-05,1.70446E-05,9.94994204,-4.54547E-06,-4.16219E-07,1.71303E-06,-2.168458586,0,0,-2.88276E-06,7.38816E-07,1.812848046
-0.258247474,2.68488E-05,1.97884E-05,9.944813546,-4.47201E-06,-5.47385E-07,1.98983E-06,-2.068959261,0,0,-3.22197E-06,3.08464E-06,2.467582212
-0.158822528,2.69952E-05,2.24646E-05,9.940353547,-4.4181E-06,-6.91393E-07,2.25994E-06,-1.969512189,0,0,-3.60003E-06,6.57117E-06,3.190353356
-0.0594359,2.71531E-05,2.50489E-05,9.937234526,-4.38782E-06,-8.45792E-07,2.52071E-06,-1.870112112,0,0,-4.00871E-06,1.12201E-05,3.949836089
0.039926958,2.73206E-05,2.7539E-05,9.935537602,-4.38265E-06,-1.00835E-06,2.77177E-06,-1.770747415,0,0,-4.44106E-06,1.69624E-05,4.706186562
0.139277187,2.74962E-05,2.99487E-05,9.934541231,-4.40183E-06,-1.17648E-06,3.0146E-06,-1.671402938,0,0,-4.89106E-06,2.35676E-05,5.422859895
0.238616935,2.76788E-05,3.22919E-05,9.933311991,-4.44281E-06,-1.34697E-06,3.25087E-06,-1.572068024,0,0,-5.35282E-06,3.05981E-05,6.076938084
0.337941379,2.78675E-05,3.45693E-05,9.931495457,-4.50195E-06,-1.51626E-06,3.48078E-06,-1.472741525,0,0,-5.82021E-06,3.74765E-05,6.656661612
0.437246432,2.8062E-05,3.67588E-05,9.929567897,-4.57495E-06,-1.68107E-06,3.70195E-06,-1.373428827,0,0,-6.2872E-06,4.36444E-05,7.149417101
0.536535135,2.82618E-05,3.88303E-05,9.928352245,-4.65782E-06,-1.83887E-06,3.91105E-06,-1.274133646,0,0,-6.74876E-06,4.869E-05,7.535347958
0.635817309,2.84663E-05,4.07526E-05,9.928270665,-4.74997E-06,-1.98792E-06,4.1047E-06,-1.174851992,0,0,-7.201E-06,5.24306E-05,7.796224157
0.735103259,2.86748E-05,4.25054E-05,9.928996456,-4.84443E-06,-2.12659E-06,4.28094E-06,-1.075573347,0,0,-7.64063E-06,5.47305E-05,7.93247426
0.834397334,2.88866E-05,4.40709E-05,9.929762825,-4.93812E-06,-2.2533E-06,4.43826E-06,-0.976287521,0,0,-8.06568E-06,5.55777E-05,7.972665689
0.933696673,2.91011E-05,4.54289E-05,9.929997324,-5.02929E-06,-2.36662E-06,4.57492E-06,-0.876990964,0,0,-8.47333E-06,5.51261E-05,7.968398231
1.032995494,2.93174E-05,4.65559E-05,9.929710528,-5.11638E-06,-2.46574E-06,4.68855E-06,-0.777687398,0,0,-8.86084E-06,5.36676E-05,7.96846383
1.132290625,2.95344E-05,4.74304E-05,9.929346351,-5.19801E-06,-2.55086E-06,4.77679E-06,-0.678382994,0,0,-9.22653E-06,5.14062E-05,7.978246268
1.231583497,2.97511E-05,4.80416E-05,9.929295902,-5.27316E-06,-2.62304E-06,4.83837E-06,-0.579080829,0,0,-9.57015E-06,4.85655E-05,7.988822381
1.330877559,2.99659E-05,4.83942E-05,9.929544531,-5.34149E-06,-2.68369E-06,4.87376E-06,-0.479779314,0,0,-9.89258E-06,4.53316E-05,7.993240643
1.430174196,3.01774E-05,4.85052E-05,9.929740883,-5.40319E-06,-2.7341E-06,4.88484E-06,-0.380475185,0,0,-1.01949E-05,4.17972E-05,7.992655145
1.529471125,3.03843E-05,4.83958E-05,9.929580025,-5.45891E-06,-2.77539E-06,4.8739E-06,-0.281167609,0,0,-1.04778E-05,3.80004E-05,8.264463861
1.628764893,3.05853E-05,4.80833E-05,9.92915515,-5.50944E-06,-2.80879E-06,4.84264E-06,-0.181859397,0,0,-1.07417E-05,3.40115E-05,8.292550821
1.72805447,3.07792E-05,4.75844E-05,9.928807476,-5.55567E-06,-2.83595E-06,4.79256E-06,-0.082554138,0,0,-1.09874E-05,2.99758E-05,8.326209531
1.827342366,3.09647E-05,4.69221E-05,9.928852222,-5.59848E-06,-2.85889E-06,4.72583E-06,-0.016747337,0,0,-1.12163E-05,2.60912E-05,8.35771095
1.926632884,3.11407E-05,4.61289E-05,9.929303975,-5.6386E-06,-2.8797E-06,4.64573E-06,-0.116047822,0,0,-1.14306E-05,2.25189E-05,8.381449242
2.025928845,3.13062E-05,4.52447E-05,9.92987886,-5.67651E-06,-2.90006E-06,4.55642E-06,-0.215351632,0,0,-1.16325E-05,1.9328E-05,8.397513575
2.12522974,3.14604E-05,4.43086E-05,9.93024758,-5.71232E-06,-2.92118E-06,4.46198E-06,-0.314661238,0,0,-1.18237E-05,1.6513E-05,8.41152464
2.22453271,3.16029E-05,4.33544E-05,9.930300625,-5.7463E-06,-2.94404E-06,4.36587E-06,-0.41397563,0,0,-1.20055E-05,1.40662E-05,8.429394877
2.323835227,3.17334E-05,4.24008E-05,9.930200483,-5.77809E-06,-2.96966E-06,4.26988E-06,-0.513291611,0,0,-1.21792E-05,1.20318E-05,8.452511083
2.423137065,3.18516E-05,4.14684E-05,9.930202148,-5.80686E-06,-2.99925E-06,4.17599E-06,-0.612606618,0,0,-1.23462E-05,1.05004E-05,8.477241488
2.522440014,3.19575E-05,4.05767E-05,9.9304235,-5.83237E-06,-3.03388E-06,4.0861E-06,-0.711920557,0,0,-1.25087E-05,9.53468E-06,8.498691616
2.621745943,3.2051E-05,3.97454E-05,9.930767419,-5.85445E-06,-3.07422E-06,4.00225E-06,-0.811235288,0,0,-1.26684E-05,9.12464E-06,8.514961198
2.721055113,3.21322E-05,3.89918E-05,9.931041754,-5.87296E-06,-3.12038E-06,3.92626E-06,-0.910552551,0,0,-1.28263E-05,9.19006E-06,8.528219305
2.82036619,3.22013E-05,3.83255E-05,9.931146437,-5.88771E-06,-3.17211E-06,3.85912E-06,-1.009872358,0,0,-1.29827E-05,9.63586E-06,8.542094686
2.919677709,3.22588E-05,3.7739E-05,9.931155054,-5.89736E-06,-3.22906E-06,3.80007E-06,-1.109193199,0,0,-1.31375E-05,1.04072E-05,8.558140458
3.01898952,3.23048E-05,3.72119E-05,9.931231761,-5.89391E-06,-3.29064E-06,3.74696E-06,-1.208513618,0,0,-1.32908E-05,1.14441E-05,8.574595587
3.118302911,3.23395E-05,3.67557E-05,9.93147565,-5.88854E-06,-3.35677E-06,3.70093E-06,-1.30783361,0,0,-1.34433E-05,1.27355E-05,8.588257022
3.217619432,3.23633E-05,3.63719E-05,9.931837803,-5.87788E-06,-3.42696E-06,3.66215E-06,-1.407154581,0,0,-1.35927E-05,1.43167E-05,8.597465589
3.316939583,3.23764E-05,3.60593E-05,9.932176707,-5.86006E-06,-3.50042E-06,3.63055E-06,-1.506478061,0,0,-1.37392E-05,1.60643E-05,8.603453787
3.416262531,3.23792E-05,3.58156E-05,9.93238897,-5.83552E-06,-3.57621E-06,3.60594E-06,-1.605804409,0,0,-1.38822E-05,1.78839E-05,8.609036936
3.515586994,3.23724E-05,3.56315E-05,9.932493394,-5.80574E-06,-3.65339E-06,3.58737E-06,-1.705132664,0,0,-1.40203E-05,1.97119E-05,8.616077671
3.614912409,3.23563E-05,3.54982E-05,9.932600471,-5.77233E-06,-3.73125E-06,3.57391E-06,-1.804461538,0,0,-1.4152E-05,2.15401E-05,8.624065997
3.714239342,3.23313E-05,3.54096E-05,9.932806482,-5.7369E-06,-3.80928E-06,3.56491E-06,-1.903790585,0,0,-1.42764E-05,2.33839E-05,8.630924406
3.813568879,3.2298E-05,3.53636E-05,9.933112359,-5.70093E-06,-3.88699E-06,3.56017E-06,-2.003120509,0,0,-1.43926E-05,2.52413E-05,8.63509253
3.912901643,3.22567E-05,3.53606E-05,9.933434603,-5.66564E-06,-3.96379E-06,3.55976E-06,-2.102452457,0,0,-1.44999E-05,2.70749E-05,8.636942541
4.012237334,3.22081E-05,3.54004E-05,9.933688023,-5.63188E-06,-4.039E-06,3.56367E-06,-2.201787019,0,0,-1.45975E-05,2.88296E-05,8.63837937
4.111575125,3.21528E-05,3.54797E-05,9.93386008,-5.60019E-06,-4.11199E-06,3.57159E-06,-2.301123839,0,0,-1.46846E-05,3.04682E-05,8.641126904
4.210914472,3.20913E-05,3.55932E-05,9.934013095,-5.57075E-06,-4.18238E-06,3.58296E-06,-2.400462099,0,0,-1.47606E-05,3.19936E-05,8.64527424
4.310255575,3.20242E-05,3.57357E-05,9.93422084,-5.54353E-06,-4.25002E-06,3.59723E-06,-2.499801349,0,0,-1.48256E-05,3.34353E-05,8.649521899
4.409599141,3.19522E-05,3.59041E-05,9.934502393,-5.51835E-06,-4.31491E-06,3.61408E-06,-2.599141919,0,0,-1.48799E-05,3.48184E-05,8.652505345
4.508945715,3.18756E-05,3.60968E-05,9.934811308,-5.49489E-06,-4.37701E-06,3.63336E-06,-2.698484599,0,0,-1.4924E-05,3.61404E-05,8.653998554
4.608295239,3.17951E-05,3.6312E-05,9.935083291,-5.47282E-06,-4.43619E-06,3.65493E-06,-2.79782995,0,0,-1.49585E-05,3.73771E-05,8.654987356
4.707647172,3.17111E-05,3.6546E-05,9.935294198,-5.45175E-06,-4.49237E-06,3.67841E-06,-2.897177892,0,0,-1.49837E-05,3.85092E-05,8.656676278
4.807001027,3.16241E-05,3.67936E-05,9.935476584,-5.43133E-06,-4.54558E-06,3.70325E-06,-2.996527891,0,0,-1.50002E-05,3.95433E-05,8.659415375
4.906356794,3.15345E-05,3.70493E-05,9.935685007,-5.41128E-06,-4.59603E-06,3.72892E-06,-3.095879527,0,0,-1.50084E-05,4.05093E-05,8.662492106
5.005714907,3.14426E-05,3.73101E-05,9.935946068,-5.39142E-06,-4.64399E-06,3.75506E-06,-3.195232892,0,0,-1.50093E-05,4.14383E-05,8.664872734
5.105075821,3.13486E-05,3.75747E-05,9.936238403,-5.3717E-06,-4.68972E-06,3.78158E-06,-3.294588502,0,0,-1.50037E-05,4.23416E-05,8.666140671
5.204439626,3.12529E-05,3.78428E-05,9.936516689,-5.35214E-06,-4.73336E-06,3.80845E-06,-3.393946843,0,0,-1.49922E-05,4.3209E-05,8.666792322
5.303806014,3.11557E-05,3.81134E-05,9.936753764,-5.33284E-06,-4.77501E-06,3.8356E-06,-3.493307997,0,0,-1.49754E-05,4.40263E-05,8.667705211
5.403174603,3.10572E-05,3.83847E-05,9.936962131,-5.31392E-06,-4.81478E-06,3.86282E-06,-3.592671657,0,0,-1.49536E-05,4.47942E-05,8.669335247
5.502545284,3.09575E-05,3.86546E-05,9.937178458,-5.29554E-06,-4.85287E-06,3.8899E-06,-3.692037479,0,0,-1.49272E-05,4.55322E-05,8.671372992
5.601918289,3.08568E-05,3.89223E-05,9.937428788,-5.27789E-06,-4.88954E-06,3.91674E-06,-3.791405416,0,0,-1.48967E-05,4.62644E-05,8.673106105
5.701293955,3.07552E-05,3.91885E-05,9.937706982,-5.26116E-06,-4.925E-06,3.94342E-06,-3.890775762,0,0,-1.48626E-05,4.70022E-05,8.674091741
5.800672423,3.06528E-05,3.94548E-05,9.937983685,-5.24552E-06,-4.95938E-06,3.9701E-06,-3.990148882,0,0,-1.48254E-05,4.77386E-05,8.674517487
5.90005354,3.05497E-05,3.97218E-05,9.938234549,-5.2311E-06,-4.99272E-06,3.99687E-06,-4.089524913,0,0,-1.47853E-05,4.84585E-05,8.674971345
5.99943703,3.0446E-05,3.99894E-05,9.938460903,-5.21798E-06,-5.02505E-06,4.0237E-06,-4.18890369,0,0,-1.47425E-05,4.91546E-05,8.675888209
6.098822753,3.03419E-05,4.02563E-05,9.938685693,-5.2062E-06,-5.05643E-06,4.05047E-06,-4.288284949,0,0,-1.46971E-05,4.98334E-05,8.677192278
6.198210815,3.02373E-05,4.05219E-05,9.938931032,-5.19575E-06,-5.08699E-06,4.07709E-06,-4.387668582,0,0,-1.46493E-05,5.0509E-05,8.678425173
6.297601451,3.01324E-05,4.07861E-05,9.939199001,-5.18659E-06,-5.11683E-06,4.10356E-06,-4.487054734,0,0,-1.45994E-05,5.11888E-05,8.679193156
6.396994812,3.00271E-05,4.10492E-05,9.939472093,-5.17866E-06,-5.146E-06,4.12992E-06,-4.586443656,0,0,-1.45476E-05,5.18669E-05,8.679507354
6.496390843,2.99216E-05,4.13111E-05,9.939730685,-5.17184E-06,-5.17445E-06,4.15616E-06,-4.68583549,0,0,-1.44942E-05,5.25289E-05,8.679732308
6.595789361,2.9816E-05,4.1571E-05,9.939970386,-5.16598E-06,-5.20216E-06,4.1822E-06,-4.785230164,0,0,-1.4439E-05,5.31634E-05,8.680231943
6.695190231,2.97102E-05,4.18267E-05,9.940204131,-5.16092E-06,-5.22909E-06,4.20783E-06,-4.884627488,0,0,-1.43821E-05,5.377E-05,8.681055894
6.794593481,2.96043E-05,4.20767E-05,9.940448941,-5.15645E-06,-5.25527E-06,4.23287E-06,-4.984027335,0,0,-1.43236E-05,5.43557E-05,8.681935153
6.893999267,2.94983E-05,4.23199E-05,9.940710616,-5.15254E-06,-5.28073E-06,4.25723E-06,-5.083429751,0,0,-1.42636E-05,5.49265E-05,8.682555803
6.99340772,2.93921E-05,4.25555E-05,9.940979951,-5.14917E-06,-5.30548E-06,4.28081E-06,-5.182834897,0,0,-1.42021E-05,5.54805E-05,8.682840607
7.092818842,2.92859E-05,4.27829E-05,9.941242473,-5.14627E-06,-5.32947E-06,4.30358E-06,-5.282242894,0,0,-1.41391E-05,5.60088E-05,8.682991979
7.192232523,2.91795E-05,4.30014E-05,9.941491665,-5.14377E-06,-5.35265E-06,4.32545E-06,-5.381653723,0,0,-1.40747E-05,5.65029E-05,8.683285905
7.291648651,2.9073E-05,4.321E-05,9.941733755,-5.14163E-06,-5.37498E-06,4.34633E-06,-5.481067256,0,0,-1.40086E-05,5.69618E-05,8.68382477
7.391067216,2.89663E-05,4.34079E-05,9.941980844,-5.1399E-06,-5.39647E-06,4.36612E-06,-5.580483376,0,0,-1.39408E-05,5.73926E-05,8.684469356
7.490488309,2.88595E-05,4.35947E-05,9.942239689,-5.13861E-06,-5.41715E-06,4.3848E-06,-5.679902075,0,0,-1.38713E-05,5.78034E-05,8.684989041
7.589912036,2.87524E-05,4.3771E-05,9.942506416,-5.1378E-06,-5.43704E-06,4.40241E-06,-5.779323446,0,0,-1.38002E-05,5.81972E-05,8.685274477
7.68933843,2.86451E-05,4.39373E-05,9.942771102,-5.13749E-06,-5.45615E-06,4.41902E-06,-5.878747583,0,0,-1.37273E-05,5.85709E-05,8.685420188
7.788767429,2.85375E-05,4.4094E-05,9.943027113,-5.13767E-06,-5.47444E-06,4.43467E-06,-5.978174496,0,0,-1.36528E-05,5.89198E-05,8.685619804
7.888198949,2.84297E-05,4.42413E-05,9.943276514,-5.13828E-06,-5.49191E-06,4.44936E-06,-6.077604106,0,0,-1.35765E-05,5.9244E-05,8.685986541
7.987632964,2.83215E-05,4.4379E-05,9.943527276,-5.13926E-06,-5.50859E-06,4.46311E-06,-6.177036318,0,0,-1.34984E-05,5.95492E-05,8.68646396
8.087069521,2.82131E-05,4.45075E-05,9.943785654,-5.14052E-06,-5.52454E-06,4.47591E-06,-6.2764711,0,0,-1.34186E-05,5.98436E-05,8.686894639
8.1865087,2.81043E-05,4.46273E-05,9.944050918,-5.14198E-06,-5.53979E-06,4.48783E-06,-6.375908499,0,0,-1.33372E-05,6.0132E-05,8.687168943
8.285950541,2.79952E-05,4.47392E-05,9.944316777,-5.14357E-06,-5.5544E-06,4.49897E-06,-6.475348583,0,0,-1.32542E-05,6.04138E-05,8.687315113
8.385395018,2.78858E-05,4.48438E-05,9.944577483,-5.14519E-06,-5.56836E-06,4.50937E-06,-6.574791377,0,0,-1.31697E-05,6.06862E-05,8.687458793
8.484842072,2.77759E-05,4.49416E-05,9.944832774,-5.14677E-06,-5.58169E-06,4.51909E-06,-6.674236838,0,0,-1.30838E-05,6.09482E-05,8.687702111
8.584291671,2.76657E-05,4.50325E-05,9.945087463,-5.14822E-06,-5.59443E-06,4.52811E-06,-6.773684897,0,0,-1.29964E-05,6.12029E-05,8.688036903
8.683743837,2.75552E-05,4.51168E-05,9.945346657,-5.14949E-06,-5.60663E-06,4.53648E-06,-6.873135514,0,0,-1.29077E-05,6.14561E-05,8.688363871
8.783198623,2.74442E-05,4.51951E-05,9.945611251,-5.15053E-06,-5.61832E-06,4.54423E-06,-6.97258871,0,0,-1.28177E-05,6.17117E-05,8.688588973
8.882656068,2.73328E-05,4.52681E-05,9.945877611,-5.1513E-06,-5.62955E-06,4.55144E-06,-7.072044533,0,0,-1.27265E-05,6.19701E-05,8.688704239
8.982116166,2.7221E-05,4.53363E-05,9.94614124,-5.15177E-06,-5.64032E-06,4.55818E-06,-7.17150301,0,0,-1.26342E-05,6.22284E-05,8.688784338
9.081578879,2.71089E-05,4.54003E-05,9.946400775,-5.15194E-06,-5.65065E-06,4.5645E-06,-7.270964125,0,0,-1.25407E-05,6.24846E-05,8.688911464
9.181044176,2.69963E-05,4.54603E-05,9.946658801,-5.15179E-06,-5.66054E-06,4.57041E-06,-7.37042783,0,0,-1.24462E-05,6.27394E-05,8.689102179
9.280512062,2.68833E-05,4.55166E-05,9.946919129,-5.15132E-06,-5.67002E-06,4.57595E-06,-7.469894092,0,0,-1.23505E-05,6.29958E-05,8.689299771
9.379982572,2.67699E-05,4.55696E-05,9.947183312,-5.15055E-06,-5.67911E-06,4.58116E-06,-7.569362914,0,0,-1.22538E-05,6.32566E-05,8.689431374
9.479455736,2.66562E-05,4.562E-05,9.947449525,-5.14949E-06,-5.68782E-06,4.5861E-06,-7.668834329,0,0,-1.21562E-05,6.3522E-05,8.689472694
9.578931558,2.6542E-05,4.56684E-05,9.947714517,-5.14816E-06,-5.69617E-06,4.59084E-06,-7.768308363,0,0,-1.20575E-05,6.37897E-05,8.689463063
9.678410016,2.64275E-05,4.57152E-05,9.947976584,-5.14658E-06,-5.70414E-06,4.59543E-06,-7.867785014,0,0,-1.1958E-05,6.40572E-05,8.689463356
9.777891084,2.63127E-05,4.57607E-05,9.948236854,-5.14478E-06,-5.71173E-06,4.59988E-06,-7.967264255,0,0,-1.18574E-05,6.43236E-05,8.689499934
9.877374756,2.61976E-05,4.58051E-05,9.948497957,-5.14277E-06,-5.71893E-06,4.60422E-06,-8.066746059,0,0,-1.1756E-05,6.45904E-05,8.689545089
9.976861051,2.60822E-05,4.58487E-05,9.948761539,-5.14057E-06,-5.72577E-06,4.60849E-06,-8.166230421,0,0,-1.16536E-05,6.48592E-05,8.689546884
10.07634999,2.59666E-05,4.5892E-05,9.949026913,-5.1382E-06,-5.73224E-06,4.61271E-06,-8.265717363,0,0,-1.15504E-05,6.51305E-05,8.689476774
10.17584159,2.58508E-05,4.59352E-05,9.9492919,-5.1357E-06,-5.73835E-06,4.61693E-06,-8.365206905,0,0,-1.14463E-05,6.54027E-05,8.689351482
10.27533582,2.57348E-05,4.59787E-05,9.94955487,-5.13307E-06,-5.74408E-06,4.62119E-06,-8.464699056,0,0,-1.13415E-05,6.56734E-05,8.689212981
10.37483268,2.56186E-05,4.60227E-05,9.949816079,-5.13033E-06,-5.74943E-06,4.62548E-06,-8.564193799,0,0,-1.12358E-05,6.59414E-05,8.6890888
10.47433215,2.55024E-05,4.60671E-05,9.950077208,-5.1275E-06,-5.7544E-06,4.62983E-06,-8.663691115,0,0,-1.11294E-05,6.62071E-05,8.688969476
10.57383423,2.53862E-05,4.61121E-05,9.950339709,-5.12458E-06,-5.75898E-06,4.63422E-06,-8.763190997,0,0,-1.10223E-05,6.64716E-05,8.688820882
10.67333894,2.52699E-05,4.61577E-05,9.950603544,-5.1216E-06,-5.7632E-06,4.63869E-06,-8.862693456,0,0,-1.09145E-05,6.67356E-05,8.688616697
10.7728463,2.51537E-05,4.62042E-05,9.950867366,-5.11858E-06,-5.76704E-06,4.64323E-06,-8.96219851,0,0,-1.08061E-05,6.6998E-05,8.688360449
10.87235629,2.50376E-05,4.62516E-05,9.951129815,-5.11551E-06,-5.77051E-06,4.64787E-06,-9.061706166,0,0,-1.06971E-05,6.72572E-05,8.688079084
10.97186889,2.49216E-05,4.62999E-05,9.951390689,-5.11242E-06,-5.77361E-06,4.65261E-06,-9.161216418,0,0,-1.05876E-05,6.75119E-05,8.687796907
11.0713841,2.48058E-05,4.63491E-05,9.951650962,-5.10932E-06,-5.77632E-06,4.65742E-06,-9.260729251,0,0,-1.04776E-05,6.7762E-05,8.687514832
11.17090191,2.46903E-05,4.6399E-05,9.951911784,-5.10622E-06,-5.77866E-06,4.66232E-06,-9.360244658,0,0,-1.03671E-05,6.80085E-05,8.687212428
11.27042234,2.4575E-05,4.64496E-05,9.952173438,-5.10313E-06,-5.78065E-06,4.66728E-06,-9.459762643,0,0,-1.02562E-05,6.82518E-05,8.686868382
11.36994538,2.446E-05,4.6501E-05,9.952435174,-5.10007E-06,-5.78227E-06,4.67232E-06,-9.559283217,0,0,-1.0145E-05,6.84917E-05,8.686479445
11.46947104,2.43454E-05,4.65531E-05,9.952695957,-5.09705E-06,-5.78354E-06,4.67744E-06,-9.658806387,0,0,-1.00334E-05,6.87269E-05,8.686061526
11.56899929,2.42312E-05,4.66059E-05,9.952955391,-5.09408E-06,-5.78446E-06,4.68262E-06,-9.75833215,0,0,-9.92166E-06,6.89565E-05,8.685633987
11.66853014,2.41175E-05,4.66593E-05,9.953213969,-5.09118E-06,-5.78503E-06,4.68786E-06,-9.857860497,0,0,-9.80967E-06,6.91803E-05,8.685202748
11.76806357,2.40042E-05,4.6713E-05,9.953472528,-5.08834E-06,-5.78525E-06,4.69314E-06,-9.957391418,0,0,-9.69751E-06,6.93987E-05,8.684757053
11.86759959,2.38915E-05,4.67671E-05,9.953731467,-5.0856E-06,-5.78514E-06,4.69845E-06,-10.05692491,0,0,-9.58523E-06,6.96124E-05,8.684281166
11.9671382,2.37793E-05,4.68214E-05,9.95399043,-5.08295E-06,-5.78471E-06,4.70378E-06,-10.15646099,0,0,-9.47289E-06,6.98213E-05,8.683769093
12.0666794,2.36677E-05,4.68759E-05,9.954248692,-5.08039E-06,-5.78395E-06,4.70914E-06,-10.25599964,0,0,-9.36053E-06,7.00249E-05,8.683229169
12.16622317,2.35567E-05,4.69306E-05,9.954505818,-5.07795E-06,-5.78289E-06,4.71451E-06,-10.35554088,0,0,-9.24819E-06,7.02223E-05,8.682675631
12.26576951,2.34464E-05,4.69852E-05,9.954761995,-5.07563E-06,-5.78151E-06,4.71988E-06,-10.4550847,0,0,-9.13592E-06,7.04132E-05,8.682116025
12.36531841,2.33367E-05,4.70397E-05,9.95501779,-5.07342E-06,-5.77983E-06,4.72523E-06,-10.55463108,0,0,-9.02374E-06,7.05981E-05,8.681545875
12.46486987,2.32278E-05,4.7094E-05,9.955273598,-5.07134E-06,-5.77786E-06,4.73055E-06,-10.65418001,0,0,-8.91171E-06,7.07773E-05,8.680954444
12.56442388,2.31196E-05,4.71478E-05,9.955529308,-5.06938E-06,-5.7756E-06,4.73584E-06,-10.75373151,0,0,-8.79987E-06,7.09511E-05,8.680335299
12.66398045,2.30122E-05,4.72013E-05,9.955784446,-5.06754E-06,-5.77307E-06,4.74109E-06,-10.85328558,0,0,-8.68825E-06,7.11193E-05,8.679691919
12.76353957,2.29056E-05,4.72542E-05,9.956038621,-5.06584E-06,-5.77026E-06,4.74629E-06,-10.9528422,0,0,-8.5769E-06,7.12812E-05,8.679034027
12.86310122,2.27997E-05,4.73065E-05,9.956291847,-5.06426E-06,-5.7672E-06,4.75142E-06,-11.05240138,0,0,-8.46584E-06,7.14368E-05,8.678368883
12.9626654,2.26947E-05,4.73581E-05,9.956544474,-5.0628E-06,-5.76387E-06,4.75648E-06,-11.1519631,0,0,-8.35511E-06,7.15859E-05,8.677695708
13.06223211,2.25906E-05,4.74088E-05,9.956796839,-5.06147E-06,-5.7603E-06,4.76145E-06,-11.25152735,0,0,-8.24473E-06,7.17293E-05,8.677007735
13.16180134,2.24872E-05,4.74585E-05,9.957048965,-5.06025E-06,-5.75649E-06,4.76632E-06,-11.35109414,0,0,-8.13475E-06,7.18671E-05,8.676299241
13.26137309,2.23848E-05,4.75072E-05,9.957300569,-5.05915E-06,-5.75244E-06,4.77109E-06,-11.45066347,0,0,-8.02519E-06,7.19994E-05,8.675570852
13.36094735,2.22833E-05,4.75548E-05,9.957551334,-5.05816E-06,-5.74817E-06,4.77576E-06,-11.55023532,0,0,-7.91607E-06,7.21259E-05,8.674828697
13.46052411,2.21826E-05,4.76013E-05,9.957801187,-5.05728E-06,-5.74369E-06,4.7803E-06,-11.6498097,0,0,-7.80743E-06,7.22463E-05,8.674078849
13.56010337,2.20828E-05,4.76465E-05,9.958050324,-5.05649E-06,-5.73899E-06,4.78473E-06,-11.74938659,0,0,-7.69929E-06,7.23609E-05,8.673322424
13.65968512,2.1984E-05,4.76905E-05,9.958299004,-5.0558E-06,-5.73408E-06,4.78902E-06,-11.84896598,0,0,-7.59166E-06,7.247E-05,8.672555549
13.75926935,2.1886E-05,4.7733E-05,9.95854731,-5.0552E-06,-5.72898E-06,4.79317E-06,-11.94854787,0,0,-7.48458E-06,7.2574E-05,8.671773657
13.85885606,2.1789E-05,4.77741E-05,9.958795089,-5.05469E-06,-5.72369E-06,4.79718E-06,-12.04813226,0,0,-7.37805E-06,7.2673E-05,8.67097589
13.95844525,2.1693E-05,4.78138E-05,9.959042109,-5.05425E-06,-5.71822E-06,4.80104E-06,-12.14771914,0,0,-7.27211E-06,7.27669E-05,8.670165745
14.0580369,2.15978E-05,4.7852E-05,9.959288261,-5.05388E-06,-5.71258E-06,4.80476E-06,-12.2473085,0,0,-7.16677E-06,7.28558E-05,8.669347838
14.15763101,2.15036E-05,4.78888E-05,9.959533638,-5.05358E-06,-5.70676E-06,4.80833E-06,-12.34690034,0,0,-7.06204E-06,7.29396E-05,8.668524039
14.25722757,2.14103E-05,4.7924E-05,9.959778423,-5.05334E-06,-5.70079E-06,4.81175E-06,-12.44649464,0,0,-6.95794E-06,7.30188E-05,8.667692425
14.35682658,2.13179E-05,4.79577E-05,9.960022714,-5.05315E-06,-5.69466E-06,4.81502E-06,-12.5460914,0,0,-6.85448E-06,7.30937E-05,8.666849642
