Vehicle_States.lateral_acc_wrt_road,Vehicle_States.longitudinal_acc_wrt_road,Vehicle_States.pitch_angular_acc_wrt_road,Vehicle_States.roll_angular_acc_wrt_road,Vehicle_States.yaw_angular_acc_wrt_road,engine.engine_rpm,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.throttle,driver_demands.brake
0.883748327,1.509697142,-0.033098212,-0.00942514,-0.02290292,5156.164883,1.7389E-06,0.24779882,99.22302396,0
0.861182726,1.510988566,-0.032359054,-0.005221248,-0.015099173,5157.789659,1.91616E-06,0.247630532,99.28146568,0
0.838816585,1.512499141,-0.031500469,-0.000999384,-0.007693974,5159.374548,2.09348E-06,0.247370218,99.34012864,0
0.816715201,1.513850252,-0.030385233,0.003200684,-0.000728591,5160.926673,2.27084E-06,0.247021416,99.39916868,0
0.794936714,1.514934466,-0.028974452,0.007325933,0.005765978,5162.462393,2.44826E-06,0.246587572,99.45852757,0
0.773535385,1.514043964,-0.025259358,0.011326176,0.011767056,5163.481916,2.56402E-06,0.246072032,99.11218013,0
0.752550319,1.509564757,-0.023388564,0.015206405,0.01721911,5164.629935,2.19175E-06,0.245478001,99.17520795,0
0.73202456,1.505982753,-0.020958037,0.018855952,0.022142983,5166.11579,1.77465E-06,0.244808467,99.23758783,0
0.712001383,1.504593842,-0.018788173,0.022222134,0.026560057,5167.753881,1.35743E-06,0.24406625,99.29706808,0
0.692517281,1.50494712,-0.017053995,0.025278032,0.030473973,5169.432616,9.40089E-07,0.243254045,99.35540293,0
0.673591828,1.506200057,-0.015612978,0.028004031,0.03386844,5171.092212,5.22624E-07,0.242374415,99.41351419,0
0.655239307,1.50766765,-0.014263801,0.030380601,0.036725445,5172.713769,1.05036E-07,0.241429786,99.4718733,0
0.637473593,1.508984175,-0.012861157,0.032388423,0.039036022,5174.303893,-3.12675E-07,0.240422448,99.53062247,0
0.620306013,1.510048837,-0.011351553,0.034020961,0.040801187,5175.878044,-7.3051E-07,0.239354544,99.5896992,0
0.603744053,1.510903851,-0.00975585,0.035285125,0.042029847,5177.450075,-1.14844E-06,0.238228077,99.6489726,0
0.587792112,1.509890035,-0.006091635,0.036200472,0.042736098,5178.516112,-1.3777E-06,0.237044904,99.30384847,0
0.572443447,1.505389688,-0.004470236,0.036822952,0.042908059,5179.712183,-1.13684E-06,0.235806794,99.36653974,0
0.557694324,1.501848521,-0.00246772,0.037123196,0.042590353,5181.242261,-8.71805E-07,0.234515479,99.42858917,0
0.543538363,1.500521697,-0.000865436,0.037111132,0.041827479,5182.919378,-6.06693E-07,0.23317256,99.48781588,0
0.529965739,1.500930782,0.000195346,0.036829738,0.040652526,5184.632231,-3.41503E-07,0.231779507,99.54594923,0
0.51696251,1.502221562,0.000880375,0.036314855,0.039088364,5186.322094,-7.6236E-08,0.230337655,99.60388513,0
0.504510511,1.503709278,0.001404778,0.035586945,0.03715523,5187.971087,1.89109E-07,0.228848219,99.66207225,0
0.492587532,1.505034142,0.001922477,0.034658772,0.034876204,5189.586422,4.54531E-07,0.227312292,99.72063799,0
0.48110155,1.50610552,0.004204289,0.037977588,0.032308945,5191.18361,7.20032E-07,0.225730858,99.77951336,0
0.470199843,1.506977931,0.003935027,0.032651131,0.029411611,5192.776404,9.85518E-07,0.224104778,99.83859899,0
0.459683355,1.5049413,0.007672474,0.031636592,0.026294716,5193.544303,9.1456E-07,0.22243478,99.2424509,0
0.449561092,1.497290818,0.00845471,0.030673608,0.022902188,5194.514344,4.97311E-07,0.220721503,99.30680489,0
0.439807385,1.491146218,0.009951685,0.029198867,0.019299028,5196.016564,7.4793E-08,0.21896537,99.37014659,0
0.4303956,1.488520689,0.010757641,0.027267475,0.015557597,5197.749724,-3.47847E-07,0.217166711,99.42901651,0
0.421300311,1.488664694,0.010605622,0.025018463,0.011732513,5199.535354,-7.7061E-07,0.215325792,99.48615138,0
0.412494265,1.490229628,0.009791962,0.022573392,0.007856527,5201.279869,-1.1935E-06,0.213442835,99.54295409,0
0.40394667,1.492127086,0.008721479,0.020026542,0.003949602,5202.955272,-1.6165E-06,0.211518018,99.60011657,0
0.395623284,1.493776131,0.007700624,0.01745127,2.93057E-05,5204.573601,-2.03963E-06,0.209551489,99.6578267,0
0.387487802,1.495015774,0.006871267,0.014906075,-0.003883194,5206.160168,-2.46289E-06,0.207543365,99.71596977,0
0.37950354,1.495913595,0.006238462,0.012437872,-0.007762143,5207.737148,-2.85967E-06,0.205493741,99.77433897,0
0.371635776,1.494885095,0.00774986,0.010083766,-0.011580561,5208.811652,-2.83008E-06,0.203402708,99.43226894,0
0.363846575,1.490389843,0.007325678,0.007887844,-0.015332307,5210.01359,-2.6143E-06,0.201270447,99.4937522,0
0.356103036,1.486846112,0.007343502,0.005826168,-0.018971426,5211.543772,-2.39846E-06,0.199097189,99.5545779,0
0.348362575,1.485528475,0.006743759,0.004530027,-0.022431303,5213.216045,-2.18255E-06,0.196883171,99.61267202,0
0.340605714,1.485826202,0.006101765,0.002295461,-0.025760201,5214.922961,-1.96659E-06,0.194628639,99.66968016,0
0.332811979,1.487015971,0.005034241,0.000684419,-0.028894513,5216.607539,-1.75056E-06,0.192333858,99.72644589,0
0.324961197,1.48844099,0.003854629,-0.000742924,-0.031826857,5218.250369,-1.53447E-06,0.189999133,99.78338532,0
0.317030415,1.489743794,0.00278006,-0.002124369,-0.034546903,5219.856667,-1.31832E-06,0.187624793,99.8406297,0
0.308996973,1.490813319,0.001902216,-0.003492939,-0.037045031,5221.440633,-1.1021E-06,0.185211206,99.89813027,0
0.300840981,1.489969723,0.00321096,-0.004839559,-0.039313956,5222.514666,-9.27489E-07,0.182758784,99.55891459,0
0.292540348,1.485641111,0.002695321,-0.006120531,-0.04136524,5223.706102,-1.04369E-06,0.180267967,99.61959813,0
0.284077082,1.482184964,0.002707058,-0.007344987,-0.043177247,5225.218077,-1.18507E-06,0.177739187,99.67970933,0
0.275437786,1.480836879,0.002463276,-0.008499982,-0.044734619,5226.871136,-1.3265E-06,0.175172917,99.73719413,0
0.26661317,1.481151667,0.001814143,-0.009557752,-0.046032975,5228.558649,-1.46797E-06,0.172569688,99.79362978,0
0.257596517,1.482320661,0.000915434,-0.01049552,-0.047076645,5230.223835,-1.60947E-06,0.169930087,99.84982448,0
0.248382985,1.483693015,-2.34347E-05,-0.01130099,-0.047873489,5231.848742,-1.75102E-06,0.167254761,99.90618741,0
0.23896898,1.484923283,-0.000848745,-0.011969078,-0.048431553,5233.439525,-1.89261E-06,0.164544419,99.9628424,0
0.229352252,1.485831145,-0.001396035,-0.012497711,-0.048758046,5234.985786,-2.03424E-06,0.161799828,100,0
0.219532238,1.486127566,-0.001584008,-0.012884872,-0.048860354,5236.45936,-2.17576E-06,0.159021813,100,0
0.20951012,1.485622226,-0.001615201,-0.013128609,-0.048746599,5237.894575,-2.04053E-06,0.156211261,100,0
0.199289262,1.484574204,-0.001512251,-0.013231225,-0.048423959,5239.331057,-1.48098E-06,0.15336919,100,0
0.188875496,1.483310141,-0.001359922,-0.01319707,-0.047899635,5240.783836,-9.07854E-07,0.150496774,100,0
0.178277115,1.482053337,-0.001229319,-0.013031737,-0.047181818,5242.25386,-3.34568E-07,0.147595252,100,0
0.167504586,1.480902016,-0.001152768,-0.012741763,-0.046280148,5243.735489,2.38883E-07,0.144665915,100,0
0.156570015,1.479864596,-0.00112851,-0.012334036,-0.045205692,5245.221918,8.12498E-07,0.141710103,100,0
0.145486599,1.478906648,-0.001136014,-0.01181551,-0.043972759,5246.708114,1.38628E-06,0.138729204,100,0
0.134268282,1.47798616,-0.001151259,-0.011195801,-0.042600207,5248.191548,1.96022E-06,0.135724654,100,0
0.122930788,1.477071429,-0.001156344,-0.010484104,-0.041097811,5249.67169,2.53433E-06,0.132697921,100,0
0.111490076,1.476145456,-0.001142685,-0.009693338,-0.039477598,5251.149132,3.07948E-06,0.129650511,100,0
0.099963028,1.475203257,-0.001109685,-0.008830702,-0.037751263,5252.624818,3.01215E-06,0.126583941,100,0
0.088366801,1.474247015,-0.001061458,-0.007905176,-0.035932747,5254.099582,2.65292E-06,0.123499617,100,0
0.076719193,1.473281762,-0.001003607,-0.0069291,-0.034035141,5255.573956,2.29359E-06,0.120398882,100,0
0.0650384,1.472312537,-0.000941071,-0.005908898,-0.032072015,5257.048172,1.93415E-06,0.117283102,100,0
0.053342635,1.471342953,-0.000877189,-0.004857336,-0.030057575,5258.522248,1.57461E-06,0.114153656,100,0
0.041650377,1.47037491,-0.000813683,-0.003782058,-0.028004626,5259.996087,1.21497E-06,0.11101194,100,0
0.02998,1.469408912,-0.000751131,-0.002691099,-0.025927231,5261.469562,8.55233E-07,0.10785936,100,0
0.018349588,1.46844462,-0.000689523,-0.001595137,-0.023838055,5262.942565,4.9539E-07,0.104697324,100,0
0.006777251,1.467481415,-0.000628722,-0.000497736,-0.021749653,5264.415021,1.35445E-07,0.101527245,100,0
-0.004626755,1.466518836,-0.000569417,0.001779175,-0.019583577,5265.88689,-2.24473E-07,0.098350532,100,0
-0.015196041,1.465556936,-0.000511674,0.004581534,-0.016968543,5267.358153,-5.83718E-07,0.095168583,100,0
-0.025230379,1.464595176,-0.000455026,0.007278267,-0.014110262,5268.828806,-9.43025E-07,0.091982766,100,0
-0.034998372,1.463633656,-0.000400678,0.009762008,-0.011209942,5270.298846,-1.30243E-06,0.088794437,100,0
-0.0446028,1.462672546,-0.000349052,0.011868978,-0.008363024,5271.768261,-1.66194E-06,0.085604939,100,0
-0.054071836,1.461711946,-0.000300391,0.013509289,-0.005616923,5273.237025,-2.02156E-06,0.082415603,100,0
-0.06339914,1.460751914,-0.000254797,0.014664775,-0.002995582,5274.705101,-2.38127E-06,0.079227739,100,0
-0.072566681,1.459792507,-0.000212295,0.015364963,-0.000516208,5276.172445,-2.74108E-06,0.076042642,100,0
-0.081554161,1.458833787,-0.000172829,0.015669205,0.00180823,5277.639011,-3.10099E-06,0.072861577,100,0
-0.09034548,1.45787584,-0.0001363,0.015643242,0.003963703,5279.104747,-3.4605E-06,0.069685783,100,0
-0.098930589,1.456918704,-0.000102571,0.015370528,0.005935797,5280.569604,-3.36524E-06,0.066516467,100,0
-0.107300612,1.455962381,-7.14634E-05,0.014937885,0.007713858,5282.033533,-2.8263E-06,0.063354909,100,0
-0.115447841,1.455006825,-4.27938E-05,0.014423203,0.009288823,5283.496486,-2.28097E-06,0.060202459,100,0
-0.123365873,1.454051935,-1.63845E-05,0.013891543,0.010655863,5284.958419,-1.73548E-06,0.057060415,100,0
-0.131049992,1.453097606,7.9066E-06,0.013399472,0.011811947,5286.419292,-1.18985E-06,0.053930041,100,0
-0.138497483,1.452143699,3.01767E-05,0.01298118,0.012756266,5287.879075,-6.44063E-07,0.050812531,100,0
-0.145706925,1.45119007,5.04833E-05,0.012660833,0.013491379,5289.337742,-9.8125E-08,0.047709017,100,0
-0.152678967,1.450236582,6.88386E-05,0.012445247,0.014020221,5290.795276,4.47966E-07,0.044620569,100,0
-0.159415453,1.449283091,8.52328E-05,0.012328074,0.01434909,5292.251664,9.94208E-07,0.041548195,100,0
-0.16591925,1.448329488,9.96389E-05,0.012297653,0.014485109,5293.706899,1.48595E-06,0.038492842,100,0
-0.172194707,1.447375671,0.000112029,0.012328091,0.014436571,5295.16098,1.52419E-06,0.035455371,100,0
-0.178246829,1.446421562,0.000122389,0.012396091,0.014213869,5296.613906,1.46183E-06,0.032436483,100,0
-0.184081659,1.445467107,0.000130723,0.012473303,0.013826847,5298.065678,1.39947E-06,0.029436785,100,0
-0.18970565,1.444512251,0.000137061,0.012531603,0.013287717,5299.516302,1.33708E-06,0.026456832,100,0
-0.195125881,1.443556963,0.000141463,0.012549654,0.012608289,5300.965782,1.27468E-06,0.023497132,100,0
-0.200350089,1.442601206,0.000144013,0.012503769,0.011802208,5302.414123,1.21226E-06,0.020558138,100,0
-0.205385952,1.441644892,0.000144836,0.012376542,0.010887613,5303.861335,1.14982E-06,0.017640261,100,0
-0.210242129,1.440687994,0.000144062,0.012162345,0.009876148,5305.30743,1.08737E-06,0.014743875,100,0
-0.214927943,1.439730572,0.000141816,0.011856327,0.0087775,5306.752418,1.02494E-06,0.011869319,100,0
-0.219452937,1.438772676,0.000138241,0.011458449,0.007603106,5308.196306,9.9829E-07,0.009016899,100,0
-0.223826872,1.437814316,0.000133492,0.010973614,0.006365197,5309.639099,1.02559E-06,0.006186901,100,0
-0.228059765,1.436855478,0.000127725,0.010410614,0.005076292,5311.080805,1.05433E-06,0.003379598,100,0
-0.232161911,1.435896143,0.000121094,0.009780815,0.003748903,5312.521433,1.08307E-06,0.000595241,100,0
-0.236143906,1.434936302,0.000113744,0.009096907,0.002395333,5313.960993,1.11183E-06,-0.002165941,100,0
-0.240016574,1.433975959,0.000105811,0.00837234,0.001027586,5315.399498,1.14059E-06,-0.004903733,100,0
-0.243790795,1.433015124,9.7419E-05,0.007620448,-0.000342668,5316.836959,1.16935E-06,-0.007617936,100,0
-0.247477415,1.432053817,8.86796E-05,0.006853949,-0.001704157,5318.273388,1.19813E-06,-0.010308371,100,0
-0.251087159,1.431092057,7.96931E-05,0.006084517,-0.003046074,5319.708799,1.22691E-06,-0.012974861,100,0
-0.254630565,1.43012987,7.05481E-05,0.00532247,-0.004358159,5321.143202,1.26589E-06,-0.015617239,100,0
-0.258117944,1.429167282,6.13228E-05,0.004576565,-0.005630783,5322.576609,1.41109E-06,-0.018235334,100,0
-0.261559281,1.428204323,5.20866E-05,0.003854208,-0.006854985,5324.009032,1.58782E-06,-0.020828953,100,0
-0.264964087,1.427241025,4.29007E-05,0.003161431,-0.008022473,5325.440481,1.76459E-06,-0.023397892,100,0
-0.268341308,1.426277421,3.38198E-05,0.002503008,-0.009125648,5326.870966,1.94141E-06,-0.025941942,100,0
-0.271699266,1.425313548,2.48932E-05,0.001882607,-0.010157644,5328.300497,2.11828E-06,-0.028460889,100,0
-0.275045608,1.424349442,1.61651E-05,0.001302971,-0.011112349,5329.729083,2.2952E-06,-0.030954502,100,0
-0.278387267,1.423385141,7.67541E-06,0.000766065,-0.011984435,5331.15673,2.47217E-06,-0.033422549,100,0
-0.281730422,1.422420684,-5.39262E-07,0.00027325,-0.012769365,5332.583445,2.64918E-06,-0.035864793,100,0
-0.285080484,1.421456108,-8.44587E-06,-0.000174605,-0.013463404,5334.009235,2.82589E-06,-0.038280978,100,0
-0.288442076,1.420491452,-1.60146E-05,-0.000576922,-0.01406362,5335.434104,2.77463E-06,-0.040670835,100,0
-0.291819,1.419526751,-2.3219E-05,-0.000933336,-0.01456786,5336.858056,2.35089E-06,-0.043034146,100,0
-0.295214237,1.418562042,-3.00363E-05,-0.001243652,-0.014974738,5338.281094,1.91736E-06,-0.045370766,100,0
-0.298629951,1.417597357,-3.64468E-05,-0.001507789,-0.015283615,5339.70322,1.48372E-06,-0.047680544,100,0
-0.302067505,1.416632731,-4.24346E-05,-0.001725767,-0.015494577,5341.124436,1.04997E-06,-0.049963309,100,0
-0.305527494,1.415668194,-4.79877E-05,-0.001897739,-0.015608417,5342.544742,6.16093E-07,-0.052218875,100,0
-0.309009761,1.414703776,-5.3098E-05,-0.002023985,-0.015626598,5343.964137,1.82102E-07,-0.054447036,100,0
-0.312513423,1.413739506,-5.77608E-05,-0.002104939,-0.015551213,5345.382621,-2.52005E-07,-0.056647577,100,0
-0.316036899,1.412775409,-6.19752E-05,-0.002141216,-0.015384947,5346.800191,-6.86228E-07,-0.058820255,100,0
-0.319577947,1.41181151,-6.57439E-05,-0.002133642,-0.015131033,5348.216845,-1.06365E-06,-0.060964815,100,0
-0.323133701,1.410847832,-6.9073E-05,-0.002083268,-0.014793206,5349.63258,-9.13252E-07,-0.063080953,100,0
-0.326700703,1.409884396,-7.19719E-05,-0.001991396,-0.014375656,5351.047391,-6.23306E-07,-0.065168229,100,0
-0.330274953,1.40892122,-7.44528E-05,-0.001859591,-0.01388298,5352.461273,-3.33283E-07,-0.06722614,100,0
-0.333851947,1.407958322,-7.65305E-05,-0.001689648,-0.013320129,5353.874222,-4.3182E-08,-0.069254165,100,0
-0.337426711,1.406995716,-7.82221E-05,-0.001483607,-0.012692355,5355.28623,2.46996E-07,-0.071251771,100,0
-0.340993848,1.406033415,-7.95464E-05,-0.001243737,-0.012005158,5356.697291,5.37251E-07,-0.073218412,100,0
-0.344547592,1.40507143,-8.05238E-05,-0.000972518,-0.01126424,5358.107398,8.27584E-07,-0.075153533,100,0
-0.348081852,1.40410977,-8.11758E-05,-0.000672621,-0.010475453,5359.516543,1.11799E-06,-0.077056572,100,0
-0.351590265,1.403148442,-8.15245E-05,-0.000346886,-0.009644758,5360.924717,1.4077E-06,-0.078926959,100,0
-0.355066251,1.402187449,-8.15926E-05,1.7113E-06,-0.008778179,5362.331911,1.36923E-06,-0.080764121,100,0
-0.358503059,1.401226795,-8.14023E-05,0.000370098,-0.007881753,5363.738116,9.2982E-07,-0.082567574,100,0
-0.361893815,1.400266479,-8.09755E-05,0.000755132,-0.006961491,5365.143323,4.82824E-07,-0.08433693,100,0
-0.365231574,1.399306499,-8.03332E-05,0.001153636,-0.006023333,5366.547521,3.571E-08,-0.086071811,100,0
-0.368509363,1.398346851,-7.94955E-05,0.001562436,-0.005073113,5367.950701,-4.11522E-07,-0.087771844,100,0
-0.371720555,1.397387526,-7.84824E-05,0.001974084,-0.004116841,5369.352851,-8.58873E-07,-0.089436658,100,0
-0.374861832,1.396428508,-7.73067E-05,0.002376796,-0.003162468,5370.753963,-1.30634E-06,-0.091065884,100,0
-0.377930848,1.39546978,-7.59808E-05,0.002768064,-0.002218108,5372.154024,-1.75393E-06,-0.092659159,100,0
-0.380922903,1.394511321,-7.45191E-05,0.003146414,-0.001290055,5373.553026,-2.20163E-06,-0.094216126,100,0
-0.383831723,1.393553104,-7.29344E-05,0.00351196,-0.000383139,5374.950959,-2.56957E-06,-0.095736439,100,0
-0.386650495,1.392595108,-7.12389E-05,0.003865865,0.000498675,5376.347812,-2.44448E-06,-0.097219727,100,0
-0.389372437,1.391637315,-6.94452E-05,0.004209678,0.001351958,5377.743576,-2.24714E-06,-0.098665519,100,0
-0.391857165,1.390680442,-6.7254E-05,0.00598681,0.002296554,5379.138245,-2.04975E-06,-0.100073335,100,0
-0.393446982,1.389724876,-6.65352E-05,0.007971322,0.003699552,5380.531811,-1.85231E-06,-0.101442692,100,0
-0.394570317,1.388769931,-6.5366E-05,0.009881852,0.005299829,5381.924277,-1.65481E-06,-0.102773151,100,0
-0.395461001,1.387817003,-6.43545E-05,0.011614084,0.006929989,5383.315627,-1.45727E-06,-0.104064291,100,0
